url,title,genres,description
https://www.filmweb.pl/film/Leon+zawodowiec-1994-671,Leon zawodowiec,"['Dramat', 'Kryminał']","Leon (Jean Reno) jest płatnym zabójcą. W niczym nie przypomina męskiego, twardego i nieposkromionego złoczyńcy. Wręcz przeciwnie: jest cichy, spokojny, na co dzień pije mleko. Pewnego dnia skorumpowana policja zabija swojego dostawcę narkotyków i jego rodzinę. Przeżyła tylko córka, która postanawia zemścić się na zabójcach. To niezwykle trudne zlecenie otrzymuje Leon, u którego młoda dziewczyna znajduje schronienie."
https://www.filmweb.pl/film/Harry+Potter+i+Kamie%C5%84+Filozoficzny-2001-30571,Harry Potter i Kamień Filozoficzny,['Przygodowy'],"Harry jest jedyną osobą, której udaje się przeżyć spotkanie ze złym czarnoksiężnikiem - Lordem Voldemortem. W zdarzeniu jednak giną jego rodzice. Osierocony trafia pod opiekę ciotki Petunii i wuja Vernona. Podczas swoich 11 urodzin dowiaduje się, że odziedziczył po rodzicach magiczne zdolności. Wkrótce trafia do szkoły dla czarodziejów - Hogwart. Na miejscu zapozna się z tajnikami quidditcha - dość nietypowego sportu, nauczy się latać na miotle, spotka jednorożce i centaury. Przede wszystkim zaś zmierzy się z siłami zła."
https://www.filmweb.pl/film/W+pogoni+za+szcz%C4%99%C5%9Bciem-2006-240046,W pogoni za szczęściem,['Biograficzny'],"Scenariusz filmu oparty jest na autentycznych wydarzeniach i opowiada o życiu Chrisa Gardnera (Will Smith). Łańcuch zdarzeń pozostawia głównego bohatera bez pracy oraz domu w wieku 30 lat, odnajduje się wraz ze swym synkiem Chrisem Juniorem (Jaden Smith), żyjąc w łazience na stacji kolejowej w San Francisco. Wbrew swojemu beznadziejnemu położeniu, Gardner ze wszystkich sił stara się zostać maklerem. W końcu zostaje szkoleniowcem brokerów, a jego ranga wzrasta w takich firmach jak Dean Witter i Bear Stearns aż do jego obecnej pozycji - milioner będący wspólnikiem i właścicielem firmy w Chicago, zajmującej się pośrednictwem giełdowym - Gardner Rich & Co."
https://www.filmweb.pl/film/V+jak+Vendetta-2005-180040,V jak Vendetta,"['Sci-Fi', 'Thriller']","Adaptacja kultowego komiksu Alana Moore'a. Rzecz dzieje się w totalitarnej Anglii, gdzie społeczeństwo jest skutecznie zastraszane i manipulowane przez aparat władzy. Jedyną osobą, która nadal stawia opór, jest bojownik o wolność przebrany za osobę Guya Fawkesa - V (Hugo Weaving). V walczy z panującym ustrojem dokonując zamachów terrorystycznych na główne ośrodki przekazu i gmachy budynków rządowych. Pewnego dnia uwalnia z rąk agentów rządowych Evey Hammond (Natalie Portman). Evey odkrywa, iż wbrew powszechnemu uznaniu V nie jest terrorystą, lecz osobą, w której skupiają się wszystkie idee, o których jej naród zapomniał. Od tej pory, od 5 listopada V będzie kontynuował swoją krucjatę, mszcząc się za swoje krzywdy i za cierpienia narodu prowadząc Anglię ku wolności."
https://www.filmweb.pl/film/Jak+zosta%C4%87+kr%C3%B3lem-2010-539270,Jak zostać królem,['Biograficzny'],"Fascynująca opowieść o człowieku, który uratował królestwo i  w przełomowym momencie historii mężnie poprowadził Anglików w walce przeciwko najeźdźcy. Po szokującej abdykacji Edwarda VIII książę Albert musi, mimo wielkich oporów, zasiąść na tronie Anglii jako Jerzy VI. Ogromną przeszkodą w wypełnianiu monarszych obowiązków jest dla niego... problem z wysławianiem się. Jedyną osobą, która może pomóc Jerzemu w odnalezieniu własnego głosu i stawieniu czoła groźbie inwazji hitlerowskiej, okazuje się australijski specjalista o wielce nieortodoksyjnych metodach pracy nad wymową. Wkrótce rodzi się przyjaźń, która odmieni życie dwóch niezwykłych ludzi i zadecyduje o losach największej z wojen."
https://www.filmweb.pl/film/Piraci+z+Karaib%C3%B3w%3A+Skrzynia+umarlaka-2006-107404,Piraci z Karaibów: Skrzynia umarlaka,['Przygodowy'],"Kapitan Jack Sparrow musi spłacić dług, który zaciągnął u władcy mórz - Davy Jonesa. Jeżeli tego nie uczyni, zostanie skazany na wieczne potępienie. Jego problemy oczywiście kompletnie rujnują plany ślubu Willa Turnera z piękną Elizabeth Swann, którzy wyruszają z kapitanem Sparrow w rejs pełen niezwykłych, nowych przygód."
https://www.filmweb.pl/film/Dracula%3A+Historia+nieznana-2014-684356,Dracula: Historia nieznana,['Horror'],"Film łączy w sobie dwie opowieści. Jedna z nich bazuje na autentycznej postaci - walczącego z Turkami Włada Palownika, druga odnosi się do legendy dotyczącej pojawienia się pierwszego na Ziemi wampira. Vlad Tepes (Luke Evans) to młody książę, który chcąc uwolnić i zarazem ocalić życie rodziny z rąk okrutnego sułtana, a także mając na uwadze dobro swojego kraju, postanawia sprzedać duszę diabłu. W ten sposób staje się pierwszym wampirem na świecie - znanym jako hrabia Drakula."
https://www.filmweb.pl/film/Dla+ciebie+wszystko-2014-629797,Dla ciebie wszystko,['Melodramat'],"Dawson Cole (James Marsden) to chłopak wychowywany w rodzinie uważanej w miasteczku za najbardziej niebezpieczną. Jego rodzina skłonna jest do przemocy, ma problemy z alkoholem i jest zamieszana w sprawy związane z narkotykami. Amanda Collier (Michelle Monaghan) z kolei wychowywana jest w tradycyjnych wartościach, które sprawiły, że chce zostać nauczycielką. Różnice pochodzenia oraz nieprzychylni ludzie sprawiają, że tych dwoje nie może być razem, choć oboje bardzo tego pragną. Dawson, który w młodości zabił człowieka, nie może się z tym pogodzić i pokutuje, żyjąc samotnie i pracując na platformach wiertniczych. Amanda wychodzi za mąż, ma syna Jareda, ale mimo to nie może zaznać szczęścia. Po latach dawni kochankowie spotykają się w rodzinnym miasteczku z okazji pogrzebu starego przyjaciela. Uczucia, którymi kiedyś się darzyli powracają, ale przeszłość i konflikty również powracają ze zdwojoną siłą."
https://www.filmweb.pl/film/Madagaskar+3-2012-494685,Madagaskar 3,"['Komedia', 'Przygodowy']","Uwielbiane przez cale rodziny zwierzaki powrócą z nowymi przygodami. „Madagaskar 2” bił w 2009 roku w Polsce rekordy popularności (ponad 700 tys sprzedanych biletów w ciągu pierwszych 4 dni, a łącznie 2 240 000 widzów). W trzeciej części lew Alex i jego przyjaciele wciąż próbują wrócić do Nowego Jorku. Tym razem sprawy komplikują się, gdyż do przebycia jest cała Europa. Jak niezauważenie pokonać cały kontynent? Oczywiście w przebraniu trupy cyrkowej!"
https://www.filmweb.pl/film/Brooklyn-2015-653727,Brooklyn,['Melodramat'],"Lata 50. XX wieku. Eilis Lacey, młoda dziewczyna z Irlandii, opuszcza rodzinny kraj i wyrusza do Ameryki, by szukać szczęścia w Nowym Jorku. Początkowa tęsknota za domem mija, gdy w życiu Eilis pojawia się mężczyzna, a wraz z nim pierwsza miłość i romantyczne uniesienia. Wkrótce jednak przeszłość daje o sobie znać i Eilis musi dokonać dramatycznego wyboru między dwoma krajami i dwoma stylami życia…"
