url,title,genres,description
https://www.filmweb.pl/film/Wyspa+pirat%C3%B3w-1995-11824,Wyspa piratów,Przygodowy,"Akcja filmu rozgrywa się w roku 1688 na Karaibach. Piękna córka pirata, Morgan Adams (Geena Davis), jest w posiadaniu fragmentów mapy naprowadzającej żeglarzy na wielki skarb: kryjącą niezmierzone bogactwa Wyspę Piratów. Ojciec Morgan wyrwał te strzępy bezcennej mapy z rąk swego przyrodniego brata, okrutnego korsarza, kapitana Dawga Browna (Frank Langella). Zapłacił za to życiem. Morgan przejmuje dowodzenie statkiem ojca, Morning Star, i wyrusza na wyprawę, której celem jest zdobycie brakujących fragmentów mapy, a w ślad za tym dotarcie do Wyspy Piratów i zawładnięcie tamtejszą, legendarną fortuną."
https://www.filmweb.pl/film/Dzwoneczek+i+sekret+magicznych+skrzyde%C5%82-2012-502686,Dzwoneczek i sekret magicznych skrzydeł,Fantasy;Animacja;Familijny,"Ukochane przez wszystkie dziewczynki wróżki wracają do kin w 3D! Magiczna podróż Dzwoneczka i jej przyjaciół do zakazanego, pełnego tajemnic Zimowego Lasu, gdzie ciekawość przygód prowadzi wróżkę do niezwykłego odkrycia które zmieni nie tylko jej życie ale zjednoczy w Przystani Elfów wróżki ciepłych i zimnych pór roku."
https://www.filmweb.pl/film/Wydzia%C5%82+zab%C3%B3jstw%2C+Hollywood-2003-36913,"Wydział zabójstw, Hollywood",Komedia kryminalna,"W Hollywood, kiedy jesteś numerem jeden z pociskiem w głowie, wzywają gliny. Harrison Ford wciela się w postać doświadczonego detektywa Joe Gavilana, trochę już zmęczonego, ale ciągle u szczytu możliwości zawodowych, którego życie osobiste gwałtownie się rozpada. Jego partner, K.C. Calden (Josh Hartnett), wydaje się być bardziej zainteresowany dodatkowymi zajęciami nauczyciela jogi i początkującego aktora niż morderstwem dokonanym przez gang."
https://www.filmweb.pl/film/Dziennik+cwaniaczka+2-2011-570841,Dziennik cwaniaczka 2,Familijny;Komedia,"Wyreżyserowana przez Davida Bowersa (""Astro Boy"") druga z ekranizacji serii bestsellerowych, wydanych także w Polsce książek dla dzieci Jeffa Kinneya o niesamowitych perypetiach obdarzonego oryginalnym poczuciem humoru nastolatka, który zmagania ze światem opisuje w prowadzonym przez siebie dzienniku. W rolach głównych: Zachary Gordon (""Cztery gwiazdki"", ""Skarb narodów: Księga tajemnic"") i Steve Zahn (""Sahara"", ""Hamlet"")."
https://www.filmweb.pl/film/Dziewczyna+na+urodziny-2001-4198,Dziewczyna na urodziny,Komedia kryminalna,"Dobry wybór na majowe, gorące popołudnia i ciepłe wieczory. Lekka rozrywka w ciekawej formie i ze świetną obsadą.  Dziwny romans rozpoczyna się, gdy John Buckinham spokojny i nieśmiały menedżer podmiejskiego banku postanawia znaleźć sobie żonę, używając internatowej agencji ""Pozdrowienia z Rosji"". Jego rosyjska narzeczona jest oszałamiająco piękna. Ma niezaspokojony apatyt na seks i nie mówi słowa po angielsku, za wyjątkiem ""tak"". Nie stanowi to problemu, póki nie pojawia się jej dwóch kuzynów mafiozów. Używając dziewczyny jako zakładniczki zmuszają Johna do obrobienia własnego banku."
https://www.filmweb.pl/film/G%C5%82osy+niewinno%C5%9Bci-2004-192302,Głosy niewinności,Dramat;Wojenny,"Akcja filmu rozgrywa się w Salwadorze w 1980 roku podczas wojny domowej, która podzieliła kraj. Jest to historia chłopca &#8211; 11-latka, I jego kolegów, którzy muszą stanąć przed trudnym wyborem czy dać się wcielić do armii czy przystąpić do partyzantów."
https://www.filmweb.pl/film/Przetrwa%C4%87+Coldwater-2013-666913,Przetrwać Coldwater,Thriller,"Nastoletni chłopiec zostaje umieszczony w cieszącym się złą sławą zakładzie dla nieletnich na odległej pustyni, a wszystko po to, by dać mu szansę resocjalizacji. Tam spotykają go dramatyczne wydarzenia: tak naprawdę staje się jednym z więźniów, otoczony zgrają recydywistów, doradców i okrutnego emerytowanego pułkownika, który dowodzi całym ośrodkiem. Pobyt w miejscu, które miało zrobić z chłopca dobrego człowieka, zamienia się dla niego w piekło i bezustanną walkę o ocalenie swojego życia, a także resztek swojej godności..."
https://www.filmweb.pl/film/O+Yeti-2019-794644,O Yeti!,Animacja;Przygodowy;Komedia,"Przed nami niezwykła przygoda – wprost z tłocznych ulic Szanghaju trafimy w zapierające dech w piersiach krajobrazy Himalajów. Kiedy nastolatka Yi spotyka młodego Yeti na dachu apartamentowca, w którym mieszka, ona i jej psotni przyjaciele – Jin i Peng – nadają mu imię ""Everest"" i organizują niezwykłą wyprawę, aby magiczne stworzenie wróciło do swej rodziny, mieszkającej w najwyższym punkcie Ziemi. Każdy krok tej wyprawy śledzi jednak Burnish, sprytny milioner, który marzy o schwytaniu Yeti, oraz dr Zara, która pragnie, by Everest wrócił do domu."
https://www.filmweb.pl/film/Uwik%C5%82any-2000-1072,Uwikłany,Sensacyjny,"W amerykańskim więzieniu siedzi dwóch młodych mężczyzn. Obaj się zaprzyjaźniają. Obaj mają wyjść z więzienia tego samego dnia. Jeden z nich ma ""korespondencyjną"" narzeczoną, z która jest umówiony na spotkanie już na wolności. Niestety, na dzień przed wyjściem zostaje zamordowany. Jego przyjaciel z celi postanawia iść na spotkanie z dziewczyną. Na randce przedstawia się jednak nazwiskiem zmarłego przyjaciela."
https://www.filmweb.pl/film/Cz%C5%82owiek+orkiestra-1970-30784,Człowiek orkiestra,Komedia;Musical,"Evan Evans jest właścicielem zespołu tanecznego, a przy tym prawdziwym despotą. Wiele dziewcząt uważa, że w zespole panuje gorszy rygor niż w klasztorze. Jednakże pewnego dnia na świecie pojawia się dwoje nieślubnych dzieci. Podejrzenie pada na bratanka właściciela, a nawet na niego samego."
