url,title,genres,description
https://www.filmweb.pl/film/Przyci%C4%85ganie-2017-746894,Przyciąganie,Sci-Fi;Dramat,"""Z ostatniej chwili… właśnie pojawiła się informacja, że niezidentyfikowany obiekt latający, który został zestrzelony nad Moskwą, jest prawdopodobnie pochodzenia pozaziemskiego. Centralna część dzielnicy Czertanowo zostaje obstawiona kordonem policji i wojska. Mówi się o ewakuacji ludności. Nasze źródła w Ministerstwie Obrony mówią o powołaniu specjalnej komisji, która ma nawiązać kontakt z przybyszami. Wkrótce przekażemy kolejne informacje..."" Oszałamiające efekty specjalne, duża dawka humoru, trzymająca w napięciu akcja i losy Ziemi w rękach nastolatki Julii, córki pułkownika dowodzącego obroną."
https://www.filmweb.pl/film/Bitwa+o+Sewastopol-2015-729444,Bitwa o Sewastopol,Biograficzny;Dramat;Wojenny,"Pierwsza dama Ameryki, Eleanor Roosevelt (Joan Blackham) przyjmuje w Chicago międzynarodową delegację młodych antyfaszystów. Wśród przybyłych znajduje się radziecka snajperka Ludmiła Pawliczenko (Yuliya Peresild). Między kobietami szybko nawiązuje się bliska przyjaźń, a młoda dziewczyna decyduje się opowiedzieć gospodyni swoją historię. Wykazująca się umiejętnościami strzeleckimi Ludmiła, jako studentka zostaje wysłana na specjalny kurs snajperski. Gdy niedługo potem wybucha wojna, dziewczyna decyduje się udać na front. Od pierwszej chwili Ludmiła okazuje się znakomitym strzelcem, będącym w stanie wykonać nawet najtrudniejsze zadania. Od 1941 do 1942 roku bierze udział w heroicznej obronie Sewastopola. W czasie jednej z misji ginie jej ukochany oraz szef, również snajper kapitan Kicenko (Evgeniy Tsyganov), a dziewczyna zostaje ranna. Ludmiła staje się żywą legendą, znaną również w obozie wroga."
https://www.filmweb.pl/film/Diabe%C5%82-2024-10037237,Diabeł,Thriller;Akcja,"Przez ćwierć wieku armia była jedyną rodziną Maksa. Kiedy opuścił jej szeregi, stracił sens życia. Mężczyzna wraca do rodzinnego miasteczka i trafia w sam środek wojny gangów. Wspierany przez przyjaciółkę, byłą dowódczynię oraz wiernego psa weterana, musi opowiedzieć się po jednej ze stron i stanąć do walki, której wynik zdaje się z góry przesądzony. Stawką jest nie tylko życie Maksa, ale i miłość, która może go ocalić. W małym śląskim miasteczku rozpętuje się wojna. Dla jednych piekło na ziemi... Dla „Diabła” prawdziwy dom..."
https://www.filmweb.pl/film/Cz%C5%82owiek+z+Hawru-2011-572027,Człowiek z Hawru,Dramat;Komedia,"""Człowiek z Hawru"" to najnowsza komedia mistrza czarnego humoru Akiego Kaurismakiego. To opowieść rozgrywająca się w zapomnianym przez świat portowym mieście, gdzie żyje grupa wyjątkowo barwnych postaci. Galerię komicznych typów tworzą: uroczo naiwny pucybut, uciekinier z Afryki, cyniczny detektyw, dawna gwiazda rock and rolla, a także wyjątkowo inteligentny pies."
https://www.filmweb.pl/film/Fucking+Bornholm-2022-875426,Fucking Bornholm,Dramat;Komedia,"Grupa przyjaciół wybiera się z dziećmi na tradycyjny wyjazd na długi weekend, który od lat spędzają na duńskiej wyspie Bornholm. Incydent między dziećmi wywoła falę kryzysu w ich relacjach. Każda z par sprawia wrażenie szczęśliwej, ale czy tak jest naprawdę? Czy żyją pozorami?"
https://www.filmweb.pl/film/Robin+Hood-1973-35390,Robin Hood,Animacja;Familijny;Przygodowy;Komedia,"Disneyowska wersja przygód Robin Hooda. Wszyscy bohaterowie - Robin Hood i jego kompania, piękna Marion, zły szeryf z Nottingham - są tu przedstawicielami królestwa zwierząt. Na angielskim tronie zasiada uzurpator, ściągający z poddanych lichwiarskie podatki. Przebiegły lis Robin grasuje po lesie Sherwood i okrada bogatych, by nakarmić biednych. Wkrótce pomaga także wrócić na tron prawowitemu monarsze."
https://www.filmweb.pl/film/Asterix+podbija+Ameryk%C4%99-1994-32510,Asterix podbija Amerykę,Familijny;Komedia;Przygodowy;Animacja,"Zostaje wymyślony kolejny złowieszczy plan zgładzenia wioski Galów, tym razem prawie osiągnął swój cel. A mianowicie postanowiono porwać druida - Panoramiksa i wywieźć go na koniec świata. Przypadkowo statek rzymski napotyka na morzu Asteriksa i Obeliksa starających się złowić świeżą rybę. Zaczyna się pościg. Panoramiks zostaje wystrzelony na koniec świata w jego ślad podąża nasza dzielna dwójka, ktora odkrywa nowy ląd - Amerykę."
https://www.filmweb.pl/film/Kosmiczna+za%C5%82oga-1999-5772,Kosmiczna załoga,Komedia;Sci-Fi;Przygodowy,"Zespół nieustraszonych awanturników podróżuje przez zewnętrzne zasięgi galaktyki przeżywając niesamowite przygody. A wszystko to odbywa się w serialu science fiction granym przez aktorów w latach 1970. Dwadzieścia lata później, aktorzy pojawiają się wyłącznie na spotkaniach fanów przeżywając swoje dawne triumfy - wtedy byli gwiazdami teraz są.... Pewnego dnia Jasona Nesmitha (Tim Allen) odwiedzają prawdziwu kosmici prosząc go o pomoc. Nesmith myśli, że to kolejni jego zwariowani fani a kosmici myślą, że to jest nieustraszony komandor statku kosmicznego...."
https://www.filmweb.pl/film/Profil+%C5%9Bmierci-2016-713898,Profil śmierci,Horror,"Najpopularniejsza uczennica liceum, Laura (Alycia Debnam-Carey) zaczyna spędzać czas z outsiderką, Mariną (Liesl Ahlers). Kiedy dochodzi między nimi do kłótni, introwertyczna dziewczyna zostaje publicznie ośmieszona. Wkrótce Laura otrzymuje od Mariny przerażającą wiadomość, a jej przyjaciele zaczynają ginąć w tajemniczych okolicznościach."
https://www.filmweb.pl/film/Asymetria-2020-849474,Asymetria,Dramat,"Piotr Sternik (Mikołaj Roznerski) wraz ze swoją dziewczyną Weroniką (Paulina Szostak) planują wspólną przyszłość. Nie spodziewają się, że jeden wieczór może zmienić wszystko… Nie tylko w ich życiu. ""Asymetria"" to opowieść o wyborach, decyzjach i konsekwencjach. Czasem nie ma dobrej drogi."
