url,title,genres,description
https://www.filmweb.pl/film/Football+Factory-2004-121109,Football Factory,Dramat obyczajowy;Kryminał,"Oparty na podstawie doskonałej powieści Johna Kinga, to swoiste studium przemocy wśród brytyjskich fanów piłki nożnej. Głównym bohaterem jest dwudziesto-kilku letni Tommy Johnson, którego życie koncentruje się na sobotnich imprezach z kumplami, przypadkowym seksie, narkotykach i skopaniu komuś siedzenia od czasu do czasu. Nakręcony przez twórców Human Traffic ukazuje przerażająco prawdziwy choć wypełniony bolesnym humorem obraz współczesnej Anglii. Takiej Brytanii, nie spotkasz w reklamowych folderach."
https://www.filmweb.pl/film/Daj%C4%99+nam+rok-2013-649905,Daję nam rok,Komedia rom.,"Ten film to spełnienie marzeń miłośników dobrych komedii. Producenci ""To właśnie miłość"", ""Dziennika Bridget Jones"" i scenarzysta ""Borata"" połączyli siły tworząc film, który już został okrzyknięty ""absolutnie genialną, najzabawniejszą brytyjską komedią roku! - Go Magazine"". I trudno się temu dziwić, bo to, co zazwyczaj dzieje się tuż po ślubie, to gotowy scenariusz na oscarową komedię.  Nat (Rose Byrne) jest atrakcyjna i przedsiębiorcza, Josh (Rafe Spall) to niezbyt znany pisarz ze specyficznym poczuciem humoru. Jego denerwuje jak ona śpiewa, ona wstydzi się, kiedy on tańczy. Pierwszy kryzys małżeński zbiega się z pojawieniem się przystojnego i bardzo pomysłowego Amerykanina (Simon Baker) i byłej dziewczyny Josha – Chloe (Anna Faris). Kiedy przeciwieństwa przestają się przyciągać, a prawdziwa miłość wciąż może czekać za rogiem, wspólny pierwszy rok zaczyna wydawać się nieosiągalny."
https://www.filmweb.pl/film/Kroniki+portowe-2001-10868,Kroniki portowe,Dramat obyczajowy,"Piękna i zabawna opowieść o zwykłym człowieku podejmującym niezwykłe wyzwania. Adaptacja wyróżnionej nagrodą Pulitzera powieści Annie Proulx z gwiazdorską obsadą i w reżyserii jednego z najciekawszych twórców ostatnich lat - Lasse Hallströma. Zmęczony życiem dziennikarz (Kevin Spacey) poszukuje wytchnienia na odludziu. Z czasem okazuje się jednak, że nawet zapadłe miasteczka mogą dostarczać wielu mocnych wrażeń i że nie ma rzeczy niemożliwych."
https://www.filmweb.pl/film/Trio+z+Belleville-2003-97581,Trio z Belleville,Animacja;Przygodowy;Muzyczny,"Akcja filmu dzieje się we Francji, tuż po II wojnie światowej. Głównym bohaterem filmu jest osierocony chłopiec o imieniu Champion, którego wychowuje jego babka Madame Souza. Champion nie jest wesołym dzieckiem i dlatego Madame Souza robi wszystko, aby zobaczyć uśmiech na jego twarzy - kupuje mu telewizor, fortepian, zabawkowy pociąg i nawet psa, którego wspólnie nazwą Bruno. Nic jednak nie sprawia Championowi przyjemności. Pewnego dnia Madame Souza zauważywszy, że Champion wycina z gazet informacje o słynnych cyklistach, kupuje mu rower. Nie mogąc nadziwić się radości Championa, Madame Souza wspiera go w codziennych mozolnych treningach, nie zdaje sobie jednak sprawy, że zakup roweru na zawsze odmieni ich życie."
https://www.filmweb.pl/film/Bez+smyczy-2011-556038,Bez smyczy,Komedia,"Najlepsi kumple, Rick i Fred (Owen Wilson i Jason Sudeikis), od wielu lat są żonaci. Kiedy w domu zaczynają wykazywać oznaki zniecierpliwienia, ich żony (Jenna Fischer i Christina Applegate) podejmują śmiałą próbę ożywienia swoich małżeństw — dają chłopakom „przepustkę” — tydzień wolności, podczas którego mogą robić wszystko, na co mają ochotę i zatrzymać to tylko dla siebie. Początkowo brzmi to dla Ricka i Freda jak spełnienie marzeń, jednak szybko odkrywają coś zabawnego. Mianowicie, że ich wyobrażenia na temat życia solo oraz siebie samych są kompletnie oderwane od rzeczywistości."
https://www.filmweb.pl/film/Gremliny+rozrabiaj%C4%85-1984-5941,Gremliny rozrabiają,Fantasy;Horror;Komedia,"Billy Peltzer dostaje w prezencie egzotyczne, małe włochate zwierzątko. Istnieją trzy podstawowe zasady opieki nad małym gremlinem: nie wolno go wystawiać na działanie światła, dopuścić do kontaktu z wodą oraz karmić po północy. Chłopiec nieopatrznie łamie wszystkie zasady, co niesie ze sobą nieoczekiwane skutki. Pod wpływem wody sympatyczny gremlin zaczyna się szybko rozmnażać, tyle że jego potomstwo jest krwiożercze i terroryzuje całe miasteczko."
https://www.filmweb.pl/film/Czarny+telefon-2021-869059,Czarny telefon,Thriller,"Nieśmiały, ale sprytny 13-letni Finney Shaw zostaje uprowadzony przez sadystycznego zabójcę i uwięziony w dźwiękoszczelnej piwnicy, gdzie krzyki na nic się nie zdają. Kiedy odłączony od kabla telefon powieszony na ścianie piwnicy zaczyna dzwonić, Finney uświadamia sobie, że ​​słyszy głosy poprzednich ofiar mordercy. Chcą one zrobić wszystko, żeby chłopiec nie podzielił ich losu."
https://www.filmweb.pl/film/Obywatel+Jones-2019-808108,Obywatel Jones,Thriller;Polityczny,"Młody dziennikarz Gareth Jones (James Norton) zyskał sławę, pisząc artykuł o swoim spotkaniu z Adolfem Hitlerem, zaraz po przejęciu przez niego władzy w 1933 roku. Teraz ambitny Walijczyk przymierza się do kolejnego wielkiego tematu – gwałtownej modernizacji Związku Radzieckiego. Chcąc gruntownie zbadać sprawę, reporter decyduje się na podróż do Moskwy, aby przeprowadzić wywiad ze Stalinem. Na miejscu poznaje młodą dziennikarkę Adę Brooks (Vanessa Kirby), pracującą dla Waltera Duranty’ego (Peter Sarsgaard), dzięki której odkrywa, że prawda o stalinowskim reżimie jest brutalnie tłumiona przez sowieckich cenzorów. Słysząc zatrważające plotki na temat wielkiej klęski głodowej w ZSRR, Jones udaje się w samotną podróż przez Ukrainę. Dziennikarz staje się naocznym świadkiem tragedii Hołodomoru. Miliony ludzi umierają z głodu, podczas gdy tony zboża sprzedawane są za granicę, by sfinansować proces industrializacji radzieckiego imperium. Po powrocie do Londynu, Jones pisze artykuł ukazujący horror, którego doświadczył. Publikacja jest wyciszana, a jej autentyczność podważana przez zachodnich dziennikarzy, pozostających pod wpływem Kremla. Pomimo śmiertelnych pogróżek, Gareth nie ustaje w walce o prawdę. Swoimi odkryciami postanawia podzielić się z młodym, aspirującym pisarzem – George’em Orwellem."
https://www.filmweb.pl/film/Anio%C5%82ki+Charliego%3A+Zawrotna+szybko%C5%9B%C4%87-2003-33971,Aniołki Charliego: Zawrotna szybkość,Komedia;Sensacyjny,"Natalie (Cameron Diaz), Dylan (Drew Barrymore) i Alex (Lucy Liu) muszą powstrzymać tajemniczego sprawcę, który ukradł dwie obrączki. Po ich połączeniu złoczyńca może odkryć listę danych osobowych i adresów ludzi objętych programem ochrony świadków. Kobietom pomaga lojalny Bosley (Bernie Mac). Zadanie komplikuje się, gdy bohaterki spotykają  na swojej drodze Madison Lee (Demi Moore), byłą członkinię grupy Aniołków."
https://www.filmweb.pl/film/Sok%C3%B3%C5%82+malta%C5%84ski-1941-30684,Sokół maltański,Kryminał;Film-Noir,"Sam Spade (Humphrey Bogart), prywatny detektyw, otrzymuje zlecenie odnalezienia młodszej siostry Ruth Wonderly (Mary Astor). W miarę jak Spade zaczyna zagłębiać się w sprawie, przekonuje się, że jego prawdziwe zlecenie polega na odnalezieniu niewielkiego posągu przedstawiającego sokoła. Rzeźba ta powstała w roku 1539 i była wyrazem hołdu złożonego przez Templariuszy królowi Hiszpanii. W drodze do Hiszpanii galera, która ją przewoziła, została zatopiona przez piratów, a po posągu słuch zaginął. Rzeźba odnajduje się po latach w San Francisco, ale chętnych do jej zdobycia jest wielu."
