url,title,genres,description
https://www.filmweb.pl/film/Nie+ogl%C4%85daj+si%C4%99+teraz-1973-5153,Nie oglądaj się teraz,Horror;Psychologiczny,"John (Donald Sutherland) i Laura Baxter (Julie Christie) są małżeństwem i mieszkają w Wenecji. Pewnego dnia spotykają dwie starsze panie, Heather (Hilary Mason) i jej siostrę Wendy (Clelia Matania). Heather twierdzi, że jest wróżką i że widzi ducha zmarłej córki Baxterów. Dziewczynka utonęła niedługo wcześniej. Laura jest zaintrygowana, a John - obojętny. Jednakże sam miewa wizje, w których widzi córkę spacerującą po ulicy w czerwonym płaszczu lub też żonę wraz z poznanymi staruszkami na czarnej, żałobnej gondoli."
https://www.filmweb.pl/film/Na+g%C5%82%C4%99bok%C4%85+wod%C4%99-2018-538895,Na głęboką wodę,Biograficzny;Dramat,"Clare i Donald Crowhurst to szczęśliwe i zakochane w sobie małżeństwo z trójką dzieci. Gdy rodzinny biznes plajtuje Donald decyduje się na ryzykowny krok, by zapewnić byt rodzinie. Pomysłowy wynalazca, weekendowy żeglarz postanawia wziąć udział w żeglarskim wyścigu dookoła świata - Sunday Times Golden Globe. Bez doświadczenia, bez przygotowania, nie zbaczając z trasy musi przetrwać samotną podróż i wygrać wyścig. Donald za wszelką cenę chce osiągnąć sukces, którym zasłuży na podziw najbliższych. Wspierany przez ukochaną żonę i kibicujące mu dzieci wyrusza w niebezpieczną podróż. Na co zdobędzie, by wygrać z żywiołem i nie zawieść tych, na którym najbardziej mu zależy?"
https://www.filmweb.pl/film/Finch-2021-840616,Finch,Przygodowy;Dramat;Sci-Fi,"Rozbłysk słoneczny niszczy warstwę ozonową oraz większość życia na Ziemi, która staje się radioaktywnym pustkowiem. Teraz nawet kilka sekund na słońcu powoduje oparzenia. Jednym z niewielu ocalałych jest inżynier robotyki i maniak komputerowy Finch (Tom Hanks). Zdolności pomogły mu przetrwać 15 lat w podziemnym bunkrze, gdzie zbudował własny świat i dzieli go ze swoim psem Goodyearem oraz robotem Jeffem mającym czuwać nad czworonogiem, gdy jego już zabraknie. Finch wie, że umiera, więc udoskonala maszynę i programuje jej odpowiednią wiedzę nt.opieki nad psami. Wie też, że zbliża się potężna burza, której prawdopodobnie nie przeżyje..."
https://www.filmweb.pl/film/Kola-1996-530,Kola,Dramat,"Czechy, ostatnie lata socjalizmu. Bohaterem jest wiolonczelista: wyrzucony przed laty z filharmonii - zarabia na życie grą w domach pogrzebowych i kościołach. Przyciśnięty biedą decyduje się zawrzeć fikcyjne (i płatne) małżeństwo z Rosjanką. Wyjeżdża ona na zachód zostawiając kilkuletniego syna."
https://www.filmweb.pl/film/Brightburn%3A+Syn+ciemno%C5%9Bci-2019-813382,Brightburn: Syn ciemności,Horror;Sci-Fi,"Po wielu latach bezskutecznej walki z bezpłodnością, marzenie Tori Breyer (Elizabeth Banks) spełnia się. Na Ziemię przybywa tajemniczy niemowlak. Dla Tori i jej męża Kyle'a (David Denman) Brandon (Jackson A. Dunn) jest wszystkim, czego zawsze pragnęli - utalentowanym, interesującym się światem, fantastycznym dzieckiem. Wszystko zmienia się, gdy Brandon wchodzi w okres dojrzewania. W jego zachowaniu ujawniają się przedziwne czarne moce, co bardzo niepokoi Tori. A on, kiedy już odkrył w sobie odmienność, z cudownego dziecka zamienia się w drapieżnego, złego młodego człowieka, który terroryzuje miasto."
https://www.filmweb.pl/film/Michael+Kohlhaas-2013-633858,Age of Uprising: The Legend of Michael Kohlhaas,Dramat historyczny,"Połowa XVI wieku, górski krajobraz Sewennów. Michael Kohlhaas jest dobrze prosperującym handlarzem końmi, który wiedzie spokojne, komfortowe i szczęśliwe życie na łonie rodziny. Sytuacja ulega radykalnej zmianie, gdy jeden z lokalnych arystokratów narusza granice jego terytorium i zaczyna bezprawnie pobierać opłaty od osób, które je przemierzają. Jedną z ofiar feudalnego kaprysu arystokraty staje się sam Kohlhaas. Ponieważ jego sprawa nie zostaje poważnie potraktowana w sądzie, mężczyzna postanawia samodzielnie szukać sprawiedliwości. Staje na czele armii uciskanych i w porywie zemsty pustoszy okolice, morduje wrogów prawa i zapala ogień rewolucji w czasach, gdy średniowiecze zaczyna odchodzić w zapomnienie na rzecz renesansu wartości. Oparta na faktach historia rewolucjonisty, który tak bardzo pragnął chodzić ścieżkami sprawiedliwości, że zaczął iść po trupach."
https://www.filmweb.pl/film/Legiony-2019-823437,Legiony,Wojenny;Melodramat,"„Legiony” to uniwersalna opowieść o przyjaźni, marzeniach, gorącym uczuciu i dorastaniu w trudnych czasach. Wielka historia w filmie jest tłem dla rozgrywającej się na pierwszym planie love story, w którą uwikłani są: Józek (Sebastian Fabijański) – dezerter z carskiego wojska, agentka wywiadu I Brygady – Ola (Wiktoria Wolańska) z Ligi Kobiet Pogotowia Wojennego oraz Tadek (Bartosz Gelner), narzeczony Oli, ułan i członek Drużyn Strzeleckich. Ich spotkanie rozpocznie burzliwy romans, który wystawi relacje bohaterów na wielką próbę. Obok postaci fikcyjnych, których historie wzorowano na życiorysach prawdziwych legionistów, w filmie pojawia się szereg osobistości znanych z kart historii. Wśród nich: brygadier Józef Piłsudski (Jan Frycz), porucznik Stanisław Kaszubski ps. „Król” (Mirosław Baka), rotmistrz Zbigniew Dunin-Wąsowicz (Borys Szyc), porucznik Jerzy Topór-Kisielnicki (Antoni Pawlicki) i wielu innych."
https://www.filmweb.pl/film/Truflarze-2020-848206,Truflarze,Dokumentalny,"Po obejrzeniu tego filmu będziecie chcieli rzucić wszystko i wyjechać do Włoch, aby w piemonckich górach zbierać trufle! Carlo, Enrico, Piero i Sergio mieszkają nieopodal Mediolanu, gdzie od lat razem ze swoimi ukochanymi psami szukają rzadkich i drogich trufli Alba. Ten niezwykły rarytas jest przedmiotem pożądania ludzi na całym świecie, którzy gotowi są zapłacić za niego niemal każdą cenę. Okazuje się jednak, że w niektórych miejscach nie wszystko jest na sprzedaż. Dla grupy uroczych włoskich staruszków trufle to nie żyła złota, a przepis na szczęście, które każdego dnia odnajdują na nowo na szlakach piemonckich lasów."
https://www.filmweb.pl/film/Alex+-+sam+w+domu-1997-506,Alex - sam w domu,Familijny;Komedia;Świąteczny,"Grupa międzynarodowych szpiegów, której przewodzi niejaki Beaupre (Olek Krupa), wchodzi w posiadanie mikroprocesora komputerowego z danymi rządu USA wartymi miliony dolarów. Mikroprocesor trzeba bezpiecznie wywieźć z kraju i dostarczyć możnemu mocodawcy. Szpiedzy ukrywają mikroprocesor w zdalnie sterowanym samochodzie - zabawce. Na lotnisku jednak dochodzi do zamiany toreb - samochód trafia w ręce pani Hess (Marian Seldes) z Chicago, która nie zauważa niepożądanej zmiany. Szpiedzy ruszają w pościg za panią Hess i docierają do jej rodzinnego miasta. Dzięki pomocy taksówkarza (Richard Hamilton) odnajdują dzielnicę, w której mieszka kobieta. Nie wiedzą jednak, że ta - oburzona odkrytą w końcu zamianą toreb - oddała już samochód jednemu ze swych sąsiadów, ośmioletniemu Alexowi Pruittowi (Alex D. Linz)."
https://www.filmweb.pl/film/Zab%C3%B3jczy+Joe-2011-603315,Zabójczy Joe,Kryminał;Thriller,"22-letni Chris (Emile Hirsch) musi spłacić dług wobec dilera narkotyków, jednak nie ma wystarczającej ilości pieniędzy. Wpada więc na pomysł, aby wynająć zabójcę do zabicia swojej matki, której polisa ubezpieczeniowa na życie wynosi 50 tysięcy dolarów. W razie śmierci matki, pieniądze otrzymała jego siostra Dottie (Juno Temple). Wykonania zlecenia podejmuje się Joe Cooper (Matthew McConaughey), policjant z Dallas, który jest również płatnym killerem. Gdy Chris ociąga się z zapłatą, Joe bierze Dottie w ramach rekompensaty. Między płatnym zabójcą i zakładniczką tworzy się uczuciowa więź."
