url,title,genres,description
https://www.filmweb.pl/film/Sprawa+honoru-1999-753,Sprawa honoru,Dramat;Thriller;Kryminał,"Wojskowy oficer śledczy Paul Brenner ma zadanie przeprowadzenia dochodzenia w sprawie zabójstwa kapitan Elizabeth Campbell, córki generała, której zmasakrowane zwłoki znaleziono w bazie wojskowej. Według wszelkich przypuszczeń ofiara przed śmiercią została poddana rytuałom sadomasochistycznym. Brenner prowadzi śledztwo wspólnie z przydzieloną mu do pomocy wojskową psycholog Sarą Sunhill. Kapitan Elizabeth Campbell była dumą swego ojca, generała, była też świetnym oficerem. Służyła w tej samej bazie co jej ojciec, w Forcie MacCallum. Piękna, wykształcona i doskonale wyszkolona kapitan Campbell prawdopodobnie prowadziła podwójne życie, które doprowadziło ją do tragicznego końca. Im bardziej oficer zagłębia się w szczegóły sprawy, tym więcej znajduje wątków, które prowadzą do wpływowych wojskowych i polityków. Jednak powszechna przemoc i korupcja w armii to zjawiska, które przełożeni Brennera chcą ukryć przed światem. Dlatego zażądali od niego, aby rozwiązał zagadkę kryminalną przed upływem 36 godzin. Jeśli w tym czasie tego nie uczyni, dochodzenie, zgodnie z przepisami, przejmie FBI, które z pewnością zacznie wtrącać się w wewnętrzne, nie zawsze czyste, sprawy."
https://www.filmweb.pl/film/Pary%C5%BC%2C+13.+dzielnica-2021-875506,"Paryż, 13. dzielnica",Melodramat,"Akcja "" Paryża, 13. dzielnicy"" rozgrywa się pośród wieżowców i esplanad paryskiego blokowiska, tutejszego Chinatown. Na tle surowej, brutalistycznej architektury uczucia i ciała bohaterów wydają się szczególnie kruche i podatne na zranienie. Emilie zakochuje się w swoim sublokatorze Camille'u. Ten podejmuje erotyczną grę, ale broni się przed uczuciami - do czasu, gdy poznaje Norę, która ma obsesję na punkcie Amber, tajemniczej dziewczyny pracującej na seks-kamerce."
https://www.filmweb.pl/film/Willy+Wonka+i+fabryka+czekolady-1971-35434,Willy Wonka i fabryka czekolady,Familijny;Fantasy;Komedia;Musical,"Mały chłopiec o imieniu Charlie ciężko pracuje aby utrzymać swą liczna rodzinę. W domu panuje bieda, a chłopiec musi zarobić na jedzenie dla mamy i swych chorych dziadków. Ma tylko jedno marzenie - chce się znaleźć choć raz w ogromnej fabryce czekolady Willy'ego Wonki. Fabryka Wonki jest zamknięta od lat z obawy przed szpiegami chcącymi wykraść tajne receptury robienia czekolady, największym zaś wrogiem Wonki jest Slughworth. Pewnego dnia Willy postanawia otworzyć fabrykę dla pięciu wybrańców, którzy odnajdą złote bilety ukryte w czekoladach. Cały świat szaleje, wykupują tysiące czekolad, aby tylko odnaleźć przepustkę do krainy czekolady. Pierwsze cztery bilety odnajdują bogate i rozwydrzone dzieciaki, natomiast człowiek, który odnalazł piąty bilet okazaje się oszustem. Charlie pozbawiony nadziei, za znalezione pieniądze kupuje czekoladę, w której odnajduje ostatni bilet. Arthur Slugwoth nie próżnuje i obiecuje każdemu z piątki dzieci fortunę w zamian za wykradzenie z fabryki Wonki jego najnowszej czekolady, nad którą ten jeszcze pracuje. Następnego dnia rozpoczyna się wizyta w upragnionej fabryce czekolady. Przewodnikiem dzieci zostaje sam pan Wonka. Przed samym wejściem dzieci muszą podpisać tajemniczą umowę, a potem rozpoczyna się pełne niespodzianek zwiedzanie."
https://www.filmweb.pl/film/Dziewczyny+z+kalendarza-2003-39089,Dziewczyny z kalendarza,Komedia obycz.,"Chris i Annie przyjaźnią się od lat, pomimo odmiennych charakterów i temperamentów. Obie mieszkają w małej osadzie w Yorkshire. Po śmierci męża Annie na białaczkę, Chris występuje z inicjatywą, by miejscowe koło Women's Institute przygotowało kalendarz na rok 2000. Z pozyskanych funduszy proponuje wesprzeć miejscowy szpital. Pomysł nie jest nowy, ale Chris chce go radykalnie unowocześnić: gospodynie mają wystąpić całkiem nago. Wieść o tym niezwykłym wydarzeniu podchwytują lokalne, a potem londyńskie, w końcu i amerykańskie media. W rezultacie kobiety wyruszają na hollywoodzkie promocyjne tournée – występują w telewizyjnych programach, bardzo interesuje się nimi prasa. Jednak to niespodziewane wejście w świat rozgłosu i blichtru ma także uboczne, niebezpieczne skutki. Przyjaźń Chris i Annie staje przed ciężką próbą."
https://www.filmweb.pl/film/Gunman%3A+Odkupienie-2015-680737,Gunman: Odkupienie,Akcja;Thriller,"James Terrier (Sean Penn) pracował kiedyś jako likwidator dla amerykańskich służb. Teraz sam stał się celem grupy wykwalifikowanych morderców, którzy ścigają go od afrykańskiej dżungli, poprzez ulice Londynu, aż po tętniącą życiem Barcelonę. Terrier, by przetrwać i ocalić ukochaną, musi pokonać jedną z najpotężniejszych organizacji współczesnego świata. Wie doskonale, że w tym świecie nie liczy się prawo, ani moralność. Wygrywają silniejsi i bardziej bezwzględni."
https://www.filmweb.pl/film/Cz%C5%82owiek%2C+kt%C3%B3ry+wiedzia%C5%82+za+du%C5%BCo-1956-4841,"Człowiek, który wiedział za dużo",Thriller;Szpiegowski,"Amerykański lekarz Ben McKenna wyjeżdża z rodziną na wakacje do Maroka. W autobusie poznają Francuza, Louisa Bernarda. Na targu w Marakeszu Bernard, agent francuskiego wywiadu, zostaje zamordowany na ich oczach. Umierając, mówi Benowi, że w Londynie dojdzie do zamachu na znanego polityka. Całe zdarzenie obserwuje poznane podczas podróży małżeństwo Draytonów, w rzeczywistości para terrorystów. Wkrótce porywają oni synka McKenny, aby w ten sposób zmusić go do milczenia. Ben wraz z żoną jadą za nimi do Londynu, ale nie mogą zawiadomić policji. Wiedzą tylko, że zamach ma nastąpić podczas koncertu w Albert Hall. Pragnąc ratować swoje dziecko i zapobiec tragedii, rozpoczynają niebezpieczną grę z przestępcami. Hitchcock nakręcił pierwszą wersję filmu w 1934 roku. Po latach zrealizował kolorowy remake. Piosenka z filmu, śpiewana przez Doris Day, ""Whatever Will Be, Will Be (Que Sera, Sera)"", została nagrodzona Oscarem."
https://www.filmweb.pl/film/Tajemnice+Manhattanu-2016-697182,Tajemnice Manhattanu,Kryminał;Thriller,"Nowy Jork, połowa lat 90. Porter Wren, felietonista poczytnego tabloidu, sprzedaje czytelnikom skandale, morderstwa i śmierć. Jest kronikarzem koszmaru w mieście, w którym każdy wierzy, że spełni się jego amerykański sen. Są jednak historie, których Wren nigdy nie opisze swoim czytelnikom – te, w których sam bierze udział. Jak historia odnalezionych w budynku przeznaczonym do wyburzenia zwłok genialnego reżysera. Gdy młoda wdowa powierza Wrenowi klucz do tajnego wideoarchiwum męża, dziennikarz nie przypuszcza, że właśnie stał się bohaterem jednego ze swoich sensacyjnych felietonów. Zawartość taśm zaprowadzi go bowiem w samo serce medialnego imperium, którego sam jest częścią."
https://www.filmweb.pl/film/%C5%81adunek-2017-803161,Ładunek,Thriller,"Świat opanował wirus, który zmienia ludzi w agresywne monstra w przeciągu 48 godzin od zarażenia. Australijczyk Andy (Martin Freeman) wraz z żoną Kay (Susie Porter) i córeczką Rosie podróżują swoją łodzią-domem wraz z nurtem rzeki. Wierzą, że uda im się dotrzeć do rzekomego obozu uchodźców. Pewnego dnia na rzece zauważają zniszczoną żaglówkę. Andy postanawia splądrować łódź licząc na uzupełnienie zapasów..."
https://www.filmweb.pl/film/The+Doors+-+historia+nieopowiedziana-2009-496384,The Doors - historia nieopowiedziana,Dokumentalny;Muzyczny,"Film, który wziął swój tytuł z nawiązującego do stylistyki kabaretu przeboju The Doors, ""People Are Strange”, jest chronologicznym zapisem narodzin kolejnych z sześciu przełomowych albumów studyjnych, nagranych w ciągu zaledwie pięciu lat oraz elektryzujących występów na żywo. Unikatowy materiał utrzymany w nurcie cinéma vérité przybliża realia twórczej współpracy oraz życia prywatnego członków zespołu."
https://www.filmweb.pl/film/Dziewi%C4%85ta+sesja-2001-91013,Dziewiąta sesja,Dramat;Horror;Psychologiczny,"Właściciele firmy zajmującej się usuwaniem azbestu walczą o kontrakt na oczyszczenie starego budynku, w którym niegdyś mieścił się szpital psychiatryczny. Otrzymują to zlecenie, bo podejmują się niemal niemożliwego: gwarantują, że uporają się z tym w ciągu góra dwóch tygodni. Pięcioosobowa ekipa zabiera się do pracy. Zadanie okazuje się trudne nie tylko ze względu na napięty termin, ale także na dziwne odkrycia, których tam dokonuje."
