url,title,genres,description
https://www.filmweb.pl/film/Fa%C5%82szerze-2007-379807,Fałszerze,Dramat;Kryminał;Wojenny,"Berlin, rok 1936. Salomon ""Sally"" Sorowitsch (Karl Markovics) wśród oszustów nie ma sobie równych. Hazard, alkohol, kobiety, to jego największe żywioły. Wkrótce jednak szczęście przestaje mu sprzyjać. Trafia za kratki, a wraz z rozpoczęciem wojny do obozu koncentracyjnego. Kiedy jednak wieści o jego umiejętnościach trafiają do wysokich rangą oficerów Wermachtu, Salomonowi przedstawiona zostaje propozycja dokonania największego w dziejach oszustwa wydrukowania ogromnej sumy fałszywych pieniędzy zagranicznych walut. Do tajnej misji werbuje najlepszych profesjonalistów i tak rozpoczyna się największe wyzwanie jego życia, a zarazem największa przygoda."
https://www.filmweb.pl/film/Shazam+Gniew+bog%C3%B3w-2023-845693,Shazam! Gniew bogów,Fantasy;Akcja,"Najzabawniejszy superbohater uniwersum DC powraca! Billy Batson, znany też jako Shazam, i jego przybrane rodzeństwo wciąż uczą się, jak pogodzić życie nastolatków ze swoimi dorosłymi super alter ego. Tymczasem na Ziemi, w poszukiwaniu wykradzionej dawno temu magii, zjawiają się trzy żądne zemsty starożytne boginie. Billy i jego bliscy stają do walki, w której stawką są ich supermoce, życie oraz losy świata."
https://www.filmweb.pl/film/Sezon+na+zabijanie-2013-645470,Sezon na zabijanie,Thriller;Akcja,"Benjamin Ford, amerykański weteran wojny na Bałkanach, mieszka samotnie na odludziu w Appalachach. Stroni od kontaktów z ludźmi, próbując uciec od bolesnych wojennych wspomnień. Pewnego dnia w górskiej głuszy pojawia się turysta z Europy, Emil Kovac. Benjamin udziela mu gościny; panowie spędzają miły biesiadny wieczór, a następnego poranka wybierają się do lasu na polowanie. Wtedy okazuje się, jakie są prawdziwe intencje przybysza. On również walczył na Bałkanach, i również ma za sobą traumatyczne doświadczenia. Teraz ma jeden cel – wyrównać rachunki. Między dwoma mężczyznami rozpoczyna się wojna z użyciem wszelkich dostępnych środków przemocy – fizycznej i psychicznej. Stare rany otwierają się na nowo, na jaw wychodzą straszne sekrety z przeszłości…"
https://www.filmweb.pl/film/Iluzja+3-2025-759763,Iluzja 3,Kryminał;Thriller,
https://www.filmweb.pl/film/W+sieci-1994-11505,W sieci,Sensacyjny;Thriller;Dramat,"Szczęśliwie żonaty ekspert komputerowy (Michael Douglas) oczekuje awansu. Jednak jego wymarzoną posadę obejmuje kobieta (Demi Moore), z którą miał romans jeszcze jako kawaler. Jego nowy szef, nie tylko niebezpiecznie seksowna, ale i równie niebezpiecznie ambitna, próbuje uwieść go ponownie, ale mężczyzna daje radę odmówić. Zakłada sprawę o molestowanie seksualne."
https://www.filmweb.pl/film/Kowboj+Bebop%3A+Pukaj%C4%85c+do+nieba+bram-2001-34454,Kowboj Bebop: Pukając do nieba bram,Komedia;Akcja;Sci-Fi;Anime,"Mars. Kilka dni przed świętem Halloween 2071. Na autostradzie w wyniku zamachu terrorystycznego wybucha cysterna uwalniając zabójczego wirusa, który pochłania setki ofiar. Obawiając się zamachu biochemicznego na większą skalę, władze wyznaczają nagrodę dla tego, kto aresztuje sprawcę tragedii. Znudzona załoga statku kosmicznego Bebop, którym podróżują łowcy głów marzy o wielkich pieniądzach."
https://www.filmweb.pl/film/Artur+i+zemsta+Maltazara-2009-399300,Artur i zemsta Maltazara,Familijny;Animacja;Fantasy,"Kontynuacja wspaniałego filmu „Artur i Minimki”. Fantastyczna animacja w reżyserii kultowego reżysera Luca Bessona („Angel-A”, „Piąty element”, „Leon zawodowiec”). Budżet filmu wyniósł 65 milionów Euro!  Zbliża się koniec dziesiątej fazy księżyca i Artur przygotowuje się do ponownych odwiedzin krainy Minimków, w tym swojej ukochanej Selenii. Nagle mały pająk podrzuca do ręki chłopca ziarenko ryżu z napisem S.O.S. Nie ma wątpliwości – najwyższy czas udać się Minimkom na pomoc! Artur wyrusza w podróż do mikroskopijnego świata, ucieka przed wartownikami, stacza pojedynek za pojedynkiem z groźnymi szczurami, żabami i kosmatymi pająkami. Kiedy przybywa do wioski Minimków, okazuje się, że nikt z nich nie wzywał pomocy. Czyżby ktoś zastawił pułapkę na małego bohatera?  Niezwykle fantazyjny i bogaty świat Minimków zyskał jeszcze bardziej na wizualnej atrakcyjności, dzięki nowym technologiom i poświęceniu ekipy pracującej przy filmie. Mnóstwo nowych postaci i zakręconych bohaterów oraz bardzo dynamiczny ciąg wydarzeń zapewnią świetną zabawę całej rodzinie!"
https://www.filmweb.pl/film/Machina+wojenna-2017-746776,Machina wojenna,Dramat;Komedia;Wojenny,"Film jest ekranizacją książki ""Wszyscy ludzie generała"" Michaela Hastings'a i opowiada historię generała Stanleya A. McChrystal'a, głównego dowódcy wojsk w Afganistanie w 2009 , który został zdymisjonowany po wyjątkowo nieprzychylnym, ukazującym szokującą prawdę o poczynaniach świty generała, artykule w czasopiśmie ""Rolling Stone"". Co ciekawe, ludzie z najbliższego otoczenia generała McChrystala pracują obecnie dla prezydenta Donalda Trumpa. Autor książki zginął w zagadkowym wypadku krótko po wydaniu książki."
https://www.filmweb.pl/film/Krzyk+VI-2023-10010778,Krzyk VI,Horror,"Po brutalnych zabójstwach, które po raz kolejny wstrząsnęły ich rodzinnym miasteczkiem, czwórka ocalałych bohaterów opuszcza legendarne Woodsboro. Pragną rozpocząć nowy rozdział życia. Przeprowadzają się do Nowego Jorku, dynamicznego, wielkiego miasta pełnego ludzi, które ma im pomóc zapomnieć o mrocznej przeszłości. Jednak Ghostface sprawi, że Nowy Jork mieć będzie jeszcze jeden powód, aby nigdy nie zasypiać."
https://www.filmweb.pl/film/Spectral-2016-704445,Spectral,Akcja;Sci-Fi,"Elitarna jednostka Sił Specjalnych wyrusza w misję, której celem jest powstrzymanie tajemniczego najazdu agresywnych, niszczycielskich istot pozaziemskich, próbujących zawładnąć Ziemią."
