url,title,genres,description
https://www.filmweb.pl/film/Szklana+pu%C5%82apka+4.0-2007-96128,Szklana pułapka 4.0,Sensacyjny,"Dzielny nowojorski policjant John McClane (Bruce Willis), staje przed kolejnym zadaniem. Zbliża się weekend, w który przypada narodowe amerykańskie święto 4 lipca. Ale nowojorski policjant McClane nie ma powodów do świętowania. Właśnie pokłócił się z dorastającą córką Lucy (Mary Elizabeth Winstead) i przyjął rutynowe zadanie doprowadzenia młodego hakera, Matta Farella (Justin Long), na przesłuchanie do FBI. Jednak pozornie błaha sprawa pospolitego komputerowego przestępcy prowadzi McClane'a do przerażającego odkrycia. Przygotowywany jest atak na urządzenia, od których działania zależy funkcjonowanie całego kraju. Za spiskiem stoi tajemniczy Thomas Gabriel (Timothy Olyphant). Czy McClane zdoła udaremnić zamiary psychopatycznego przestępcy?"
https://www.filmweb.pl/film/Klucz+do+wieczno%C5%9Bci-2015-686639,Klucz do wieczności,Thriller;Sci-Fi,"Wiekowy multimilioner dzięki osiągnięciom współczesnej medycyny przenosi swoją świadomość do ciała zdrowego, młodego człowieka. Choć operacja przebiega pomyślnie, mężczyznę zaczynają nawiedzać koszmarne wspomnienia związane z tajemniczą przeszłością dawcy. Musi odkryć jego tożsamość i dowiedzieć się dlaczego komuś tak bardzo zależy na jego śmierci."
https://www.filmweb.pl/film/Kroniki+Riddicka-2004-106128,Kroniki Riddicka,Akcja;Sci-Fi,"Richard B. Riddick - międzygalaktyczny więzień obdarzony zdolnością widzenia w ciemnościach - spędził ostatnie pięć lat przemieszczając się pomiędzy zapomnianymi światami na obrzeżach galaktyki, starając się uniknąć najemników zawziętych na nagrodę za jego głowę. Teraz ścigany znajduje się na planecie Helion - miejscu zamieszkania postępowego, wielo-kulturowego społeczeństwa, które zostało zaatakowane przez Lorda Marshala (Colm Feore). Jest to fanatyczny kapłan, który ma zamiar podbić ludzką rasę. Prowadzi on już dziesiątą krucjatę przeciwko niej, a pomaga mu w tym jego armia wojowników zwana Necromongers. Riddick - wygnany do śródziemnego więzienia, gdzie różnice temperatur wahają się od arktycznych nocy po wulkaniczne dnie, spotyka Kyrę (Alexa Davalos), która prowadzi go do Necroca - głównego statku najeźdźców, gdzie musi zmierzyć się z Lordem Marshalem w apokaliptycznym boju, którego stawką jest prawdopodobnie los wszystkich wciąż żyjących, jak również i tych na skraju śmierci przedstawicieli rasy ludzkiej. Kontynuacja jednego z największych przebojów roku 2000 - ""Pitch Black""."
https://www.filmweb.pl/film/Geneza+planety+ma%C5%82p-2011-558709,Geneza planety małp,Dramat;Sci-Fi;Akcja,"Akcja filmu rozgrywa się we współczesnym San Francisco, gdzie naukowcy prowadzą badania genetyczne, w wyniku których dochodzi do narodzin rasy wybitnie inteligentnych małp i wybuchu wojny o ich dominację nad ludźmi."
https://www.filmweb.pl/film/Czego+pragn%C4%85+kobiety-2000-1488,Czego pragną kobiety,Komedia rom.,"Nick Marshall jest typowym kobieciarzem, a z zawodu specjalistą od reklamy i - wydawałoby się - wybitnym pracownikiem, który wejdzie na sam szczyt. Przeszkodą okazuje się pewna kobieta imieniem Darcy, która otrzymuje stanowisko, o którym marzył. Nick jest nieźle wkurzony i to nie tylko na nią, ale na wszystkie kobiety jakie chodzą po naszej planecie. Pewnego dnia ulega jednak wypadkowi, wskutek którego nie umiera, ale doznaje wstrząsu, po którym słyszy myśli kobiet."
https://www.filmweb.pl/film/Kie%C5%82-2009-517114,Kieł,Dramat,"Ojciec i matka mieszkają wraz z trójką dzieci w domu na obrzeżach miasta. Dom otoczony jest wysokim płotem. Dorosłe dzieci nigdy jeszcze nie wyszły poza teren posiadłości. Ich edukacja, rozrywka i ćwiczenia fizyczne są pod ścisłą kontrolą rodziców, bez jakiegokolwiek kontaktu ze światem zewnętrznym. Jedyną osobą z zewnątrz, która ma prawo wejść do tego domu, jest Christina. Ojciec zaprasza ją, by poskromić seksualne ciągoty syna. W „laboratoryjnych” warunkach reżyser umieszcza metaforyczną historię ze społeczno-politycznym przesłaniem o niebezpieczeństwach związanych z odcięciem się od świata, tak jednostek jak i narodów."
https://www.filmweb.pl/film/Spider-Man%3A+Daleko+od+domu-2019-789869,Spider-Man: Daleko od domu,Sci-Fi;Akcja,"Peter Parker powraca jako Spider-Man w nowym filmie ""Spider-Man: Daleko od domu"". Nasz superbohater z sąsiedztwa przyłącza się do swych najlepszych przyjaciół – Neda, MJ i reszty, by wspólnie wyruszyć na europejskie wakacje. A jednak plan porzucenia wcielenia Spider-Mana na kilka tygodni nie udaje się, kiedy Peter – z wielkimi oporami – decyduje się pomóc Nickowi Fury’emu odkryć sekret tajemniczych ataków, które pustoszą kontynent."
https://www.filmweb.pl/film/Kick-Ass-2010-489066,Kick-Ass,Komedia;Akcja,"Dave (Aaron Johnson) jest nastoletnim fanem komiksów, który marzy o zostaniu prawdziwym superbohaterem. Z mocnym postanowieniem naprawy świata przybiera pseudonim Kick-Ass, zakłada specjalny strój i maskę a następnie wyrusza w miasto, aby walczyć ze złem. Jest jeden problem: nie ma kompletnie żadnych supermocy. Decyzja zostania superbohaterem jednak zapadła i od tej pory Kick-Ass będzie musiał stawić czoła najniebezpieczniejszym przestępcom. Wkrótce do chłopaka dołącza perfekcyjnie wytrenowana w zabijaniu jedenastoletnia dziewczynka o imieniu Hit Girl oraz szkolący ją w krwawym fachu ojciec - Big Daddy (Nicolas Cage)."
https://www.filmweb.pl/film/Sztuka+spadania-2004-95825,Sztuka spadania,Krótkometrażowy;Animacja;Fantasy;Groteska filmowa,"Atol. Zapomniana baza wojskowa gdzieś na Pacyfiku. Wysyłani są tam zasłużeni oficerowie, których wojsko nie może się jeszcze pozbyć, a którzy w wyniku wypełnionych misji stracili rozum i kontakt z rzeczywistością. Tam w oddaleniu od cywilizacji, praw i kodeksów pielęgnują swoje dziwactwa.  Sierżant Al pielęgnuje miłość do młodych i dzielnych żołnierzy.  Doktor Friedrich pielęgnuje swój talent fotograficzny.  A stary, psychicznie zagubiony Generał tworzy sztukę.  Nie na papierze i nie na płótnie... Inaczej."
https://www.filmweb.pl/film/Dziedzictwo.+Hereditary-2018-802930,Dziedzictwo. Hereditary,Dramat;Horror,"Śmierć Ellen, seniorki rodziny Grahamów, nie mogła być dla nikogo zaskoczeniem. Natomiast to co nastąpiło po niej, dla wszystkich było szokiem. Rodzina Annie, córki Ellen, wkrótce po pogrzebie zaczyna doświadczać niepokojących zjawisk. Początkowo tłumaczy je sobie żałobą i przemęczeniem, ale wkrótce zdarzenia przybierają tak tragiczny i potworny obrót, że jasnym staje się, iż na rodzinie Grahamów ciąży mroczne dziedzictwo. Co takiego wydarzyło się w życiu Ellen, że teraz zapłacić musi za to jej rodzina? Odkrycie tej prawdy nikomu nie przyniesie spokoju…"
