url,title,genres,description
https://www.filmweb.pl/film/Charlie+St.+Cloud-2010-525889,Charlie St. Cloud,Fantasy;Melodramat,"Charlie St. Cloud (Zac Efron) to młody człowiek zagubiony w melancholijnym świecie wspomnień. Prześladowany przez widmo rodzinnej tragedii, wypadku w którym zginął jego młodszy brat, zostaje zmuszony do porzucenia swych marzeń i planów. Jednak kiedy do miasta powraca jego dawna szkolna koleżanka Tess (Amanda Crew), w Charliem budzi się uczucie, którego za wszelką cenę starał się do siebie nie dopuszczać. Czy rozdarty między obietnicą złożoną swemu bratu, a miłością do Tess będzie on zdolny do wyrwania się z pułapki własnych emocji? Oparta na światowym bestsellerze głęboka opowieść o miłości i nadziei, uświetniona występem laureatki Nagrody Akademii – Kim Basinger."
https://www.filmweb.pl/film/Prosto+w+serce-2007-297156,Prosto w serce,Komedia rom.;Muzyczny,"Alex Fletcher to gwiazdor lat 80-tych, który aktualnie zarabia na życie wykonywaniem przebojów na festynach i w parkach rozrywki. Raptem zyskuje szansę powrotu do świata sławy. Przeżywająca triumfy piosenkarka Cora Corman proponuje mu bowiem napisanie utworu, który mają zaśpiewać w duecie. I tu pojawia się problem - ostatnią piosenkę Alex stworzył wiele lat temu. Nigdy też nie pisał tekstów. Na szczęście pojawia się Sophie Fisher. Jej talent do ukłdania słów staje się inspiracją dla przeżywającego twórcze katusze piosenkarza. Jednak Sophie z niechęcią podchodzi do współpracy z kimkolwiek, a szczególnie z Aleksem."
https://www.filmweb.pl/film/Twin+Peaks%3A+Ogniu+krocz+ze+mn%C4%85-1992-1070,Twin Peaks: Ogniu krocz ze mną,Dramat;Thriller,"Prequel serialu Twin Peaks, opowiadajcy o wydarzeniach prowadzących do zabójstwa Laury Palmer. Stan Waszyngton. Agenci FBI Chester Desmond i Sam Stanley prowadzą śledztwo w sprawie zabójstwa Teresy Banks. Agent Desmond odkrywa pewne poszlaki, a następnie znika w tajemniczych okolicznościach. Tymczasem Agent Dale Cooper uważa, że zabójca znów da o sobie znać. Rok później w Twin Peaks, Laura Palmer spotyka się zarówno z Bobbym Briggsem (który dostarcza jej narkotyków od których jest coraz bardziej uzależniona), jak i z motocyklistą Jamesem Hurleyem. Nachodzi ją tajemniczy BOB. Wkrótce Laura odkrywa kim BOB jest naprawdę..."
https://www.filmweb.pl/film/Krocz%C4%85c+w%C5%9Br%C3%B3d+cieni-2014-655615,Krocząc wśród cieni,Dramat;Kryminał,"Eksglina Matt Scudder (Liam Neeson) zarabia na życie jako prywatny detektyw. Zostaje wynajęty przez handlarza narkotyków, którego żonę porwano, a następnie zamordowano w brutalnych okolicznościach. Scudder rozpoczyna śledztwo i wkrótce odkrywa, że za śmiercią kobiety stoją seryjni mordercy, mający na koncie szereg krwawych zbrodni. Balansując na granicy prawa, detektyw zrobi wszystko, by powstrzymać psychopatycznych zabójców przed kolejnym atakiem."
https://www.filmweb.pl/film/Ca%C5%82kowite+za%C4%87mienie-1995-22,Całkowite zaćmienie,Biograficzny;Dramat;Romans,"Film opowiadający historię przyjaźni dwu słynnych poetów francuskich. Rok 1871: siedemnastoletni Arthur Rimbaud przybywa do Paryża, odwiedza poetę Paula Verlaine\'a. Rodzi się przyjaźń, która szybko nabiera dwuznacznych podtekstów."
https://www.filmweb.pl/film/Johnny+English-2003-32361,Johnny English,Komedia;Szpiegowski,"Kolejna komedia z udziałem Jasia Fasoli, czyli Rowana Atkinsona. Tym razem komik wciela się w postać agenta do zadań specjalnych, który przez jedną małą pomyłkę doprowadza do kryzysu międzynarodowego."
https://www.filmweb.pl/film/Resident+Evil%3A+Zag%C5%82ada-2007-186641,Resident Evil: Zagłada,Horror;Akcja,"Milla Jovovich wraca w trzeciej odsłonie ""Resident Evil""! Ten przepełniony akcją i niesamowitymi efektami specjalnymi film rozgrywa się tym razem na pustyni w Nevadzie, gdzie rozgrywa się największa w historii walka pomiędzy zombie a ludźmi! Las Vegas to rozrywka i słońce... No tak, przynajmniej jest tu jeszcze słońce... Miasto wygląda jak reszta pustyni, a jedynie kilka zardzewiałych znaków przypomina o czasach minionej świetności! Tłumy żądnych krwi zombie szukają świeżych ofiar. By ocalić planetę, ulepszona Alice i jej nowo uformowana drużyna (Oded Fehr, Mike Epps, Ali Larter, Ashanti) muszą stawić czoła hordzie prawie martwych istot! Zjednoczeni i gotowi na wszystko obrońcy ludzkości mają jeden cel - nie dopuścić do całkowitej dominacji mięsożernych zombie i sprawić, by martwi wrócili do grobów!"
https://www.filmweb.pl/film/Urodzony+czwartego+lipca-1989-1007,Urodzony czwartego lipca,Biograficzny;Dramat,"Ron Kovic, wychowywany w duchu patriotycznym, trafia na wojnę w Wietnamie, gdzie o patriotyzmie nikt nie pamięta. Ron zostaje ranny i trafia do szpitala, zaś według diagnozy zostanie kaleką do końca życia. Powrót do kraju okazuje się dla niego wielkim rozczarowaniem..."
https://www.filmweb.pl/film/Zab%C3%B3jcza+bro%C5%84+2-1989-1309,Zabójcza broń 2,Komedia kryminalna,"Martin Riggs i Roger Murtaugh mają pilnować Leo Getza, nieuczciwego księgowego, świadka koronnego w procesie mafii. Leo prał brudne pieniądze pochodzące z interesów mafii narkotykowej, którą policjanci od dawna próbują wyśledzić. Do Los Angeles przybywa dyplomata z Afryki Południowej - Arjen Rudd. Według informacji Getza, to on jest szefem narkotykowego imperium. Riggs zakochuje się w pięknej asystentce Rudda, która nie zdaje sobie sprawy, czym naprawdę zajmuje się jej szef. W rolach policjantów ponownie wystąpili Mel Gibson i Danny Glover."
https://www.filmweb.pl/film/Przerwane+obj%C4%99cia-2009-399213,Przerwane objęcia,Thriller,"Zakochana kobieta i opętany miłością do niej mężczyzna w zmysłowym thrillerze Pedro Almodovara z Penelope Cruz w roli głównej.  Lena (Penelope Cruz) i Mateo (Lluis Homar) zakochują się w sobie od pierwszego wejrzenia. Mateo nie wie, że Lena jest narzeczoną wpływowego milionera, który zrobi wszystko, by zatrzymać ją przy sobie. Nie wie też, że nocami bywa luksusową prostytutką...  Kim naprawdę jest kobieta? Ile jest w stanie poświęcić, żeby być z mężczyzną swojego życia?"
