url,title,genres,description
https://www.filmweb.pl/film/Moje+c%C3%B3rki+krowy-2015-722780,Moje córki krowy,Dramat;Komedia,"Marta (Kulesza), gwiazda popularnych seriali, ma 42 lata, jest silna i dominująca. Pomimo sławy i pieniędzy wciąż nie może ułożyć sobie życia. Niestabilna emocjonalnie 40-letnia Kasia (Muskała) tkwi w dalekim od ideału małżeństwie (w roli męża Marcin Dorociński), wychowując nastoletniego syna (Jeremi Protas). Siostry niezbyt za sobą przepadają, kompletnie nie rozumieją i nawet nie starają się zrozumieć swoich życiowych wyborów. Choroby, a w konsekwencji utrata jednego z rodziców zmuszają je do wspólnego działania. Kobiety stopniowo zbliżają się do siebie, odzyskują utracony kontakt, co wywołuje szereg tragikomicznych sytuacji."
https://www.filmweb.pl/film/Atomic+Blonde-2017-755384,Atomic Blonde,Thriller;Akcja,"Berlin, czasy Zimnej Wojny. Brytyjska agentka zostaje przerzucona do komunistycznego Berlina w celu odnalezienia zabójców swojego partnera i odzyskania listy podwójnych agentów."
https://www.filmweb.pl/film/Jumanji%3A+Przygoda+w+d%C5%BCungli-2017-717250,Jumanji: Przygoda w dżungli,Fantasy;Przygodowy,"Kiedy dzieciaki odkrywają starą konsolę gier wideo z grą ""Jumanji"", o której nigdy dotąd nie słyszały, natychmiast przenoszą się w świat niebezpiecznej dżungli. To właśnie w niej dzieje się akcja gry, a one stają się awatarami postaci, które wybrały: zapalony gracz Spencer staje się odważnym łowcą przygód (Dwayne Johnson), fan piłki Fridge zamienia się (według własnych słów) w Einsteina (Kevin Hart), Bethany – popularna dziewczyna z sąsiedztwa – staje się profesorem w średnim wieku (Jack Black), natomiast niepozorna Martha przybiera postać nieustraszonej wojowniczki (Karen Gillan). Wkrótce odkrywają, że w Jumanji chodzi nie tylko o grę, ale przede wszystkim o przetrwanie. Aby wygrać i powrócić do realnego świata, będą musieli wyruszyć w najbardziej niebezpieczną przygodę życia, odkrywając prawdę o sobie, albo pozostać w świecie gry na zawsze…"
https://www.filmweb.pl/film/Ziemia+obiecana-1974-1073,Ziemia obiecana,Obyczajowy,"Adaptacja powieści Władysława Reymonta. Epicki obraz konfliktów kapitalistycznej Łodzi końca XIX w. ukazany poprzez dzieje kariery trzech zaprzyjaźnionych przemysłowców Polaka, Żyda i Niemca, którzy za cenę rezygnacji z młodzieńczych ideałów i przejęcia bezwzględnych reguł walki o pieniądz zdobywają fortunę. Jest to nowa, skrócona o 20 minut, reżyserska wersja klasycznego już filmu z 1974 r."
https://www.filmweb.pl/film/Jarhead%3A+%C5%BBo%C5%82nierz+piechoty+morskiej-2005-98163,Jarhead: Żołnierz piechoty morskiej,Dramat;Wojenny,"Reżyser, prezentuje w Żołnierzu piechoty morskiej historię brutalnie szczerą i prawdziwą, pozbawioną tanich chwytów i ozdobników, ale niezwykle pięknie sfilmowaną. Obserwujemy losy rekruta o przezwisku ""Swoff"" od jego pierwszych, nieporadnych kroków w koszarach, aż po snajperskie akcje na piaszczystych równinach Iraku, podczas których nie sposób znaleźć żadnego schronienia przed wrogiem i lejącym się z nieba żarem. Swoff i jego towarzysze broni znaleźli się w bolesnej sytuacji. Muszą walczyć w bezwzględnej wojnie, której przyczyn nie rozumieją i nierzadko nie akceptują. [Opis dystrybutora]"
https://www.filmweb.pl/film/Obcy%3A+Przymierze-2017-665400,Obcy: Przymierze,Horror;Sci-Fi,"Statek osadniczy ""Przymierze"" dociera na nieznaną planetę, która wydaje się być prawdziwym rajem dla człowieka. Członkowie ekspedycji szybko się jednak przekonują, że trafili do mrocznego, pełnego tajemnic i zagadek świata, którego jedynym mieszkańcem jest android David (nominowany do Oscara Michael Fassbender), ocalały z katastrofy ""Prometeusza"". Gdy odkrywają, że świat ten kryje w sobie niewyobrażalne zagrożenie, muszą podjąć przerażającą próbę ucieczki."
https://www.filmweb.pl/film/S%C4%99p-2012-562954,Sęp,Kryminał,"Wyobraź sobie, że masz moc decydowania o ludzkim życiu. Kogo byś potępił, a kogo ocalił?  W centrum Europy nagle, bez śladu, zaczynają znikać ludzie. Śledztwo trafia w ręce Sępa (Michał Żebrowski) - policjanta, który wydaje się być pozbawiony uczuć. Twardy, nieprzekupny, bez zobowiązań i przysług do wyświadczenia innym. Do czasu, aż poznaje Nataszę (Anna Przybylska) - kobietę inną niż te, które spotykał do tej pory. Sęp rozpocznie niebezpieczną grę z przeciwnikiem wyprzedzającym go wciąż o krok. Odkryje świat, w którym ludzie prowadzą podwójne życie. Pierwszy raz, logiczne myślenie wpędzi go w pułapkę bez wyjścia. Nagle z łowcy zamieni się w zwierzynę. Balansując na granicy namiętności i rozumu, świata logiki i sprytnej manipulacji, będzie musiał odpowiedzieć na pytanie: czy jest coś ważniejszego niż życie?  Michał Żebrowski, Anna Przybylska, Paweł Małaszyński, Daniel Olbrychski, Andrzej Grabowski, Andrzej Seweryn, Mirosław Baka, Przemysław Sadowski i Piotr Fronczewski  odkryją ciemną stronę ludzkiej duszy."
https://www.filmweb.pl/film/Noc+na+Ziemi-1991-8171,Noc na Ziemi,Dramat;Komedia,"5 epizodów rozgrywających się równocześnie w różnych strefach czasowych, na różnych kontynentach i w różnych krajach. Każdy z nich wypełnia nocna jazda taksówką. W czasie jej trwania między taksówkarzem a pasażerem rodzi się swoista więź."
https://www.filmweb.pl/film/Jaja+w+tropikach-2008-206047,Jaja w tropikach,Wojenny;Komedia,"Ben Stiller, Jack Black i Robert Downey Jr. stoją na czele gwiazdorskiej obsady najnowszej komedii akcji ""Jaja w tropikach"". To historia grupy egocentrycznych aktorów, zaangażowanych, żeby nakręcić najlepszy w historii kina film wojenny. Rosnące w zastraszającym tempie koszty oraz kaprysy gwiazdorów grożą wstrzymaniem produkcji. Sfrustrowany reżyser chwyta się więc ostatniej deski ratunku - wysyła ekipę filmową w dzikie tereny południowo-wschodniej Azji, by film zyskał realizm partyzanckich podchodów. Aktorzy muszą sobie poradzić bez asystentów, pomocników a nawet telefonów komórkowych. Ale nikt nie przewidział, że  ekipa zetknie się z lokalną bandą handlarzy narkotyków. Ci błędnie biorą amerykańskich aktorów za agentów wywiadu i swoimi dość konwencjonalnymi w tych kręgach metodami (karabin, granat, bomba) starają się rozwiązać problem zachodnich ""najeźdźców"". Co może z tego wyniknąć? - świetna zabawa i mnóstwo śmiechu!!!"
https://www.filmweb.pl/film/Ocean%27s+8-2018-757444,Ocean's 8,Komedia kryminalna,"Pięć lat, osiem miesięcy, 12 dni... Dokładnie tyle czasu zajęło Debbie Ocean (Sandra Bullock) zaplanowanie największego skoku w jej życiu. Do jego realizacji potrzebuje pomocy najlepszych specjalistów w swoim fachu. Szczególnie swojej wspólniczki Lou Miller (Cate Blanchett). W ekipie najlepszych z najlepszych znalazły się: jubilerka Amita (Mindy Kaling) i oszustka uliczna Constance (Awkwafina). Dołączyły do nich paserka Tammy (Sarah Paulson), hakerka Nine Ball (Rihanna) oraz projektantka mody Rose (Helena Bonham Carter). Cel to warty około 150 milionów dolarów diamentowy naszyjnik. Podczas imprezy roku — Gala Met, będzie go miała na sobie światowej sławy aktorka Daphne Kluger (Anne Hathaway). Plan wygląda perfekcyjnie, jednak nie ma w nim miejsca na najdrobniejszy błąd. Zwłaszcza jeśli dziewczyny chcą niepostrzeżenie wynieść z gali diamenty warte 150 milionów dolarów… i to na oczach wszystkich zebranych."
