url,title,genres,description
https://www.filmweb.pl/film/G%C5%82upi+i+g%C5%82upszy-1994-5994,Głupi i głupszy,Komedia,"Pewnego dnia Lloyd Christmas (Jim Carrey), kierowca limuzyny, odwozi na lotnisko Mary, która w ,,roztargnieniu"" zostawia walizkę w terminalu. Ten drobny fakt staje się nieoczekiwanie początkiem wielkiej przygody Lloyd'a, który postanawia odnaleźć Mary i oddać jej zgubę którą zabrał z lotniska. Współlokator Lloyda, Harry (Jeff Daniels) dorównuje mu inteligencją i mądrością życiową. Natychmiast oferuje mu pomoc i razem wyruszają swoją ciężarówką ,,Psem"" do Aspen, podążając tropem właścicielki bagażu. Ich tropem podąża dwoje ludzi, którzy za wszelką ceną chcą odzyskać walizkę."
https://www.filmweb.pl/film/Odlot-2009-436704,Odlot,Animacja;Komedia;Familijny;Przygodowy,"""Odlot"" to najnowszy film studia Disney / Pixar. Jest to historia o dorastaniu. Jej bohaterem jest pewien 70-latek. Pewnego dnia spotyka strażnika leśnego, co doprowadzi do całej serii przedziwnych zdarzeń, które całkowicie zmieniają to, kim jest. Bohater przemierzy cały świat walcząc z bestiami i złoczyńcami, i zawsze spożywając obiad o 15.30."
https://www.filmweb.pl/film/Pearl+Harbor-2001-8586,Pearl Harbor,Melodramat;Wojenny,"Stany Zjednoczone, rok 1941. Dwaj przyjaciele i zapaleni piloci - Rafe (Ben Affleck) i Danny (Josh Hartnett) służą w lotnictwie. Rafe zakochuje się z wzajemnością w pięknej pielęgniarce Evelyn (Kate Beckinsale). Sielanka kończy się, gdy młody lotnik opuszcza Amerykę, by wziąć udział w bitwie o Anglię. Wkrótce przychodzi wiadomość o jego śmierci. Kilka miesięcy później Evelyn i Danny, którzy w międzyczasie zostali przeniesieni do Pear Harbor na Hawajach, nawiązują romans. Tymczasem z wojny wraca cały i zdrowy Rafe. Od tego momentu w splątane losy bohaterów ingeruje historia - japońskie bomby spadają na Pearl Harbor..."
https://www.filmweb.pl/film/Zniewolony.+12+Years+a+Slave-2013-632419,Zniewolony. 12 Years a Slave,Biograficzny;Dramat historyczny,"Ekranizacja wstrząsających wspomnień Salomona Northupa. To wydarzyło się naprawdę.  Jest rok 1841. Na północy Stanów Zjednoczonych już od lat czarnoskórzy obywatele cieszą się wolnością. Jednak w stanach południowych wciąż panuje niewolnictwo. Mieszkający w Waszyngtonie Salomon Northup – czarnoskóry wolny i wykształcony człowiek, ojciec dwojga dzieci, szczęśliwy mąż i szanowany obywatel – zostaje podstępem porwany i sprzedany handlarzom niewolników. Tak rozpoczyna się trwająca 12 lat dramatyczna i niezwykła odyseja człowieka, który wbrew otaczającej go brutalnej rzeczywistości próbuje przetrwać i nigdy nie stracić nadziei na wolność.   Człowiek raz wolny, pozostanie nim na zawsze."
https://www.filmweb.pl/film/Tajemnica+Brokeback+Mountain-2005-116327,Tajemnica Brokeback Mountain,Melodramat,"Osadzony w pięknych krajobrazach Ameryki, film opowiada historię dwóch młodych mężczyzn, których od pierwszego spotkania łączy nierozerwalna więź, dowodząca wiecznej siły miłości. Ennis Del Mar (Heath Ledger) i Jack Twist (Jake Gyllenhaal) poznają się w trakcie poszukiwania zatrudnienia. Świat podlega stałym zmianom, ale ich codzienność wypełnia monotonia. Wszystko w ich życiu zostało już z góry ustalone - mają znaleźć stałe zajęcie, ożenić się i założyć rodzinę. Obu prześladuje jednak pragnienie czegoś, co trudno im nawet określić. Gdy ich nowy pracodawca Joe Acquirre (Randy Quaid) wysyła ich do pracy na majestatyczne wzgórze Brokeback, zawiązuje się między nimi głęboka zażyłość. Na Brokeback Mountain mają miejsce wydarzenia, które na zawsze odmienią dotychczasowe życie Ennisa i Jacka. Przyjaciele postanawiają jednak zachować je w tajemnicy... U schyłku lata Ennis i Jack opuszczają Brokeback. Każdy z nich rozpoczyna nowe życie. Ennis poślubia dziewczynę - Almę (Michelle Williams), z którą wiedzie skromne życie wraz z dwiema córkami. Jack poznaje w Teksasie piękną Lureen Newsome (Anne Hathaway). Wkrótce bierze z nią ślub, doczekuje się syna i rozpoczyna pracę w firmie teścia. Mijają 4 lata. Pewnego dnia Alma przynosi Ennisowi pocztówkę, w której Jack zapowiada swój przyjazd do Wyoming. Ennis wyczekuje przyjaciela, a po jego przybyciu przekonuje się, że rozłąka jedynie wzmocniła ich przyjaźń... Czy tajemnica ze wzgórza Brokeback wyjdzie na jaw...?"
https://www.filmweb.pl/film/Terminator+2%3A+Dzie%C5%84+s%C4%85du-1991-992,Terminator 2: Dzień sądu,Akcja;Sci-Fi,"Terminator T-800 (Arnold Schwarzenegger), wojownik z przyszłości i robot w ludzkiej postaci, chroni przed śmiertelnym niebezpieczeństwem Sarę Connor (Linda Hamilton) i jej 10-letniego syna Johna (Edward Furlong). Zgodnie z wiedzą cyborga chłopak jest przyszłym przywódcą ruchu oporu ludzkości w wojnie przeciw maszynom. T-800 i Sarah mają przeciwko sobie niezniszczalnego przeciwnika - wysłanego również z przyszłości, okrutnego i precyzyjnego w działaniu T-1000 (Robert Patrick)."
https://www.filmweb.pl/film/Mad+Max%3A+Na+drodze+gniewu-2015-95747,Mad Max: Na drodze gniewu,Sensacyjny;Sci-Fi,"Prześladowany przez demony przeszłości Mad Max uważa, że najlepszym sposobem na przeżycie jest samotna wędrówka po świecie. Zostaje jednak wciągnięty do grupy uciekinierów przemierzających tereny spustoszone przez wojnę nuklearną (Wasteland) w pojeździe zwanym War Rig, prowadzonym przez Imperatorkę Furiosę. Uciekają z Cytadeli sterroryzowanej przez Immortana Joe’ego, któremu odebrano coś wyjątkowego. Rozwścieczony watażka zwołuje wszystkie swoje bandy i wytrwale ściga buntowników, podczas gdy na drogach toczy się wysokooktanowa wojna."
https://www.filmweb.pl/film/Obecno%C5%9B%C4%87-2013-627100,Obecność,Horror,"Lorraine Warren (Vera Farmiga) i Ed Warren (Patrick Wilson) to badacze zjawisk paranormalnych. Pewnego dnia zostają poproszeni o pomoc przez przerażoną rodzinę mieszkającą w starym domu na uboczu. Okazuje się, że domownicy są nawiedzani przez tajemniczą zjawę, która nie chce dać im spokoju. Para badaczy staje do walki z najstraszniejszym demonem, z jakim kiedykolwiek miała do czynienia."
https://www.filmweb.pl/film/Lucy-2014-687712,Lucy,Akcja;Sci-Fi,"Lucy (Scarlett Johansson) mieszkająca na Tajwanie studentka zostaje namówiona przez swojego chłopaka do dostarczenia ważnej teczki pewnemu biznesmenowi. Zanim jeszcze dziewczyna zorientuje się w co została wplątana, stanie się zakładniczką bezwzględnego pana Janga (Choi Min Sik), na którego rozkaz do organizmu Lucy zostanie chirurgicznie wszyta paczka z silną syntetyczną substancją przypominającą narkotyk. Przypadkowo substancja chemiczna rzeczywiście przenika do organizmu Lucy. Pod jej wpływem ciało dziewczyny zaczyna podlegać niewyobrażalnym transformacjom, a najbardziej doświadcza tego mózg, którego potencjał zostaje uwolniony i osiąga zdumiewające, pozostające dotychczas jedynie w sferze hipotez możliwości... Z ogromną intensywnością zaczyna odczuwać wszystko, co znajduje się wokół niej - powietrze, wibracje, ludzi, nawet grawitację. Rozwijają się u niej również cechy nadludzkie - telepatia, telekineza, niezwykle rozległa wiedza oraz zapierająca dech w piersiach kontrola nad materią."
https://www.filmweb.pl/film/2012-2009-433913,2012,Sci-Fi;Katastroficzny,"Film twórców ""Dnia Niepodległości"". Obraz ten to wielkie widowisko ze wspaniałymi efektami specjalnymi, błyskotliwym montażem i akcją trzymającą w napięciu od pierwszych chwil. Przed wiekami Majowie pozostawili ludzkości kalendarz, który dokładnie wskazywał datę końca świata i mówił o zjawiskach, które miału mu towarzyszyć. Od tamtego czasu astrologowie odkryli starożytne teorie, numerolodzy wzory, które je potwierdzają, a geolodzy stwierdzili, że Ziemia od dawna jest skazana na taki scenariusz. Nawet rządowi naukowcy nie mogą zaprzeczyć faktom - w 2012 roku Ziemię czekają kataklizmy na niebywałą skalę. Przepowiednia, której początek dali Majowie, została dobrze udokumentowana, przedyskutowana, rozłożona na czynniki i sprawdzona. W 2012 roku nastąpią zjawiska, o których dobrze wiedzieliśmy - byliśmy przecież ostrzegani przed tysiącami lat."
