url,title,genres,description
https://www.filmweb.pl/film/Sprzedawca+marze%C5%84-1995-174,Sprzedawca marzeń,Dramat;Komedia,"Sycylia, rok 1953. Do małego miasteczka przybywa człowiek z kamerą filmową. Ogłasza, że gotów jest zrobić zdjęcia próbne każdemu, kto zapłaci niewielką sumę. Sfilmowany materiał zostanie pokazany w Rzymie producentom. Powodzenie akcji jest ogromne."
https://www.filmweb.pl/film/Upiorna+noc+Halloween-2007-376117,Upiorna noc Halloween,Horror,"Jak głosi legenda, Halloween to noc, kiedy zmarli wstają z grobów i swobodnie krążą wśród żywych w towarzystwie innych przerażających postaci. Rytuały związane z wigilią dnia Wszystkich Świętych (czyli All Hallows Eve) wymyślono po to, aby chronić ludzi przed niecnymi intrygami tych istot. Mieszkańcy pewnego niewielkiego miasteczka mają się niedługo przekonać, że pewnych tradycji lepiej nie lekceważyć. Nic nie dzieje się tak, jak zwykle. Dwoje ludzi na własnej skórze przekonuje się, czym grozi zdmuchnięcie latarni z dyni przed północą, cztery kobiety natykają się na miejscowym jarmarku na zamaskowanego nożownika, grupa nieznośnych dzieciaków przekracza granice i odkrywa straszliwą prawdę ukrytą w lokalnej legendzie, a zrzędliwego starego mnicha odwiedza dziwaczny osobnik zbierający słodycze, który ma z nim pewne rachunki do wyrównania. Przebrania i cukierki, zjawy i gobliny, potwory i totalny zamęt... W tę najstraszniejszą noc w roku, którą najdziwniejsze stworzenia ? zarówno w ludzkiej postaci, jak i nie ? starają się przetrwać za wszelką cenę, nawet najbardziej niewinne sztuczki i psoty okazują się śmiertelnie niebezpieczne."
https://www.filmweb.pl/film/Dzi%C5%9B+jestem+blondynk%C4%85-2013-668994,Dziś jestem blondynką,Dramat;Komedia,"Sophie (grana przez niezwykle dojrzałą aktorsko Lisę Tomaschewsky) jedzie ze swoją najlepsza przyjaciółką Annabel (Karoline Teska) świętować Sylwestra w Antwerpii. Z optymizmem spogląda na nadchodzący rok, w którym ma rozpocząć wymarzone studia i usamodzielnić się w nowym hamburskim mieszkaniu. Niestety w zabawie coraz bardziej przeszkadza jej duszący kaszel, stąd po powrocie do rodzinnego Hamburga decyduje się na wizytę w szpitalu. Po dokładnych badaniach okazuje się, że jego przyczyną jest ciężka odmiana nowotworu, wymagająca natychmiastowej chemioterapii. Z 50 procentową szansą na wyleczenie dziewczyna poddaje się wielotygodniowemu leczeniu w klinice. Choć wspierają ją wspaniali przyjaciele i rodzina, ze zdumieniem odkrywa, że nie traktują jej oni jak dotychczasowej Sophie. Powoli staje się ""chorą"", na którą patrzy się jedynie poprzez jej medyczny przypadek. Dziewczyna postanawia mężnie stawić rakowi czoła i nie pozwolić, by zaszufladkowano ją w schemacie smutnej i zdesperowanej pacjentki. Żegna się ze swoimi pięknymi włosami i postanawia kupić dziewięć rożnych peruk (tytuł książki van der Stap właśnie do nich się odnosi), by pod każdą z nich żyć możliwie daleko od wyniszczającej choroby. W szpitalu karnie poddaje się co raz silniejszej terapii, jednak w wolnych chwilach jako blondwłosa Pam podróżuje z przyjaciółmi, jako Daisy rzuca się w wir szalonych imprez, zaś będąc rudowłosą, romantyczną Sue podrywa mężczyzn... Nagle okazuje się, że ma siłę nie na jedno, ale na dziewięć wspaniałych żyć. To, w którym występuje rak, zostaje zepchnięte w daleki kąt..."
https://www.filmweb.pl/film/Lato+w+Prowansji-2014-694782,Lato w Prowansji,Dramat;Komedia,"Wzruszająca, pełna pozytywnej energii, ciepła i humoru podróż do jednego z najbardziej malowniczych zakątków na świecie – słonecznej Prowansji. Za kamerą scenarzystka wielkiego dzieła Ridleya Scotta – ""1492 – Wyprawa do raju"". W roli ekscentrycznego dziadka, który parze zbuntowanych nastolatków daje prawdziwą szkołę życia (i uczuć) – niezawodny Jean Reno (""Faceci od kuchni"", ""Leon zawodowiec"").  Mieszkający w Paryżu Lea i Adrian są typowymi nastolatkami – nieco zagubieni, zbuntowani, nierozłączni ze swoimi tabletami i smartfonami. Gdy okazuje się, że małżeństwo ich rodziców wisi na włosku, zostają wysłani z młodszym braciszkiem na południe Francji, do dziadka, którego nie wiedzieli od lat. Paul (Jean Reno) okazuje się dziarskim, choć nieco zrzędliwym starszym panem. Dziadek zafunduje wnukom-mieszczuchom twardą lekcję życia, organizując im niezwykłe wakacje, których nigdy nie zapomną."
https://www.filmweb.pl/film/Kolacja+z+Andrzejem-1981-162040,Kolacja z Andrzejem,Biograficzny;Dramat,"Film jest dwugodzinną rozmową, jaką toczy między dwójką zaprzyjaźnionych artystów, Wallace'em Shawnem i Andrem Gregorym. Bohaterowie spotykają się na eleganckim obiedzie, w modnej nowojorskiej restauracji. Chwile spędzone przy posiłku obfitują w różnorodne tematy, począwszy od literatury, filozofii, polityki, na życiowych doświadczeniach i poszukaniu sensu życia skończywszy."
https://www.filmweb.pl/film/M%C5%82ode+wilki+1+2-1997-676,Młode wilki 1/2,Sensacyjny,"""Młode wilki 1/2"" to druga, a chronologicznie pierwsza część historii o młodzieży, która wchodzi w życie w realiach drapieżnego kapitalizmu. Akcja filmu toczy się w 1994 r. kilka miesięcy przed wydarzeniami z pierwszej części. Ciężarówka przewożąca ładunek spirytusu zostaje napadnięta i zniszczona. Trwa wojna przemytników. Anka (Anna Mucha) i Krzysiek (Krzysztof Antkowiak) spędzają wakacje nad morzem. Krzysiek informuje Ankę, że nie zamierza się z nią na razie wiązać i chce poznać innych ludzi. Dziewczyna jest wściekła i życzy mu, by dostał od życia nauczkę. Jest noc Świętego Jana, kiedy to spełniają się wypowiedziane życzenia... Chwilę później Krzysiek znajduje na plaży porzucony samochód i pistolet. Okazuje się, że z tego pistoletu zastrzelono policjanta. Krzysztof zostaje aresztowany pod zarzutem morderstwa. Anka chce mu pomóc za wszelką cenę. Prokurator obiecuje, że za ""niewielką"" przysługę pomoże Krzyśkowi. Okazuje się, że nie wszystko jest takie proste."
https://www.filmweb.pl/film/Pewien+d%C5%BCentelmen-2010-503176,Pewien dżentelmen,Czarna komedia,"Ulrik odsiedział 12 lat za zabicie kochanka swojej żony. Kiedy wychodzi z więzienia, nie potraﬁ odnaleźć się w nowej rzeczywistości. Żona nie chce go znać, dorosły syn nie wie, jak się do niego odnosić, a życie podsuwa pod nogi kolejne kłody. Film Hans Petter MolandMolanda nie jest jednak smutnym dramatem, a znakomitą czarną komedią."
https://www.filmweb.pl/film/Viviane+chce+si%C4%99+rozwie%C5%9B%C4%87-2014-713208,Viviane chce się rozwieść,Dramat sądowy,"Kobieta i jej prawnik muszą zmierzyć się z bezkompromisową postawą Elizeusza, który ignoruje nawet zawiadomienia rabinów o zwołaniu. Kiedy w końcu nie będzie mógł wymigać się od przyjścia do sądu, wciąż uparcie odmówi przyznania żonie rozwodu (czyli tytułowego gett), mimo że już od lat żyją w separacji. Zbliża się ostateczna rozprawa. Świadkowie zostają wezwani, procedury ciągną się, a Viviane nadal nie jest w stanie odzyskać utraconej godności."
https://www.filmweb.pl/film/Z%C5%82odziej+w+hotelu-1955-11100,Złodziej w hotelu,Kryminał;Romans,"Wytrawny złodziej, którego specjalnością były niegdyś wspinaczki po fasadach domów, John Robie (Cary Grant) - pseudonim ""Kot"", przebywa obecnie na ""przestępczej emeryturze"" i mieszka na Lazurowym Wybrzeżu. Jego spokój zakłócają jedynie powtarzające się w mediach doniesienia o włamaniach, dokonywanych w typowym dla niego stylu. Wszelkie podejrzenia policji nieuchronnie padają na Robiego. W tej sytuacji były złodziej wszczyna prywatne śledztwo, którego celem jest schwytanie prawdziwego przestępcy. Podczas dochodzenia John odkrywa, kim jest oszust i na dodatek nawiązuje romans z pewną, bardzo atrakcyjną damą..."
https://www.filmweb.pl/film/Druga+twarz-2011-568195,Druga twarz,Dramat;Kryminał;Thriller;Szpiegowski,"W tajemniczych okolicznościach zostaje zamordowany amerykański senator. Akcję przeprowadzono w sposób perfekcyjny, a pewne poszlaki wskazują, że sprawcą jest legendarny sowiecki agent o pseudonimie „Cassius”. Problem polega na tym, że Cassius dawno temu zginął...  Zabił go Paul Shepherdson (Richard Gere), emerytowany agent CIA, który znaczną cześć życia poświęcił na rozpracowanie Cassiusa. Teraz na polecenie swojego zwierzchnika (Martin Sheen) wraca do służby, aby znów tropić swojego odwiecznego wroga – lub jego cień... Jego partnerem będzie młody agent FBI Geary (Topher Grace), który wieloletni pojedynek między Shapherdsonem a Cassiusem uczynił tematem swojej pracy magisterskiej."
