url,title,genres,description
https://www.filmweb.pl/film/Paranoid+Park-2007-369419,Paranoid Park,Dramat,"Alex ma kilkanaście lat i jest wielkim fanem deskorolek. Jego rodzice się rozwodzą, dziewczyna myśli tylko o seksie, on zaś boryka się z typowymi problemami nastolatków. Wydaje mu się, że życie nie może być bardziej skomplikowane. Jednak pewnego dnia zostaje przypadkowo wplątany w morderstwo…"
https://www.filmweb.pl/film/Moja+chuda+siostra-2015-734093,Moja chuda siostra,Dramat,"Katja jest utalentowaną łyżwiarką figurową, stale zajętą w szkole lub na treningach. W domu to na niej, a nie jej siostrze Stelli, skupia się prawie cała uwaga rodziców. Stella podziwia starszą siostrę i stara się ją naśladować. To ona właśnie odkrywa, że z Katją dzieje się coś złego: dziewczyna cierpi na zaburzenie odżywiania, które może kosztować ją życie. Stella chce powiedzieć rodzicom, ale Katja wymusza na niej przysięgę, że tego nie zrobi. To jednak zbyt duże brzemię dla tak młodej dziewczyny. Film pokazuje, jak choroba Katji powoli doprowadza całą rodzinę na skraj rozpaczy."
https://www.filmweb.pl/film/Tlen-2021-861020,Tlen,Thriller;Sci-Fi,"Młoda kobieta (Mélanie Laurent: ""6 Underground"", ""Bękarty wojny"") budzi się w kapsule kriogenicznej. Nie pamięta, kim jest ani jak się tam znalazła. Musi odzyskać pamięć i znaleźć wyjście z tego koszmaru, zanim zabraknie jej tlenu."
https://www.filmweb.pl/film/Dzieci%C4%99cy+%C5%9Bwiat-2004-124145,Dziecięcy świat,Dramat,"Czworo dzieci mieszka z matką w małym mieszkaniu. Żadne z nich nie zna swojego ojca. Mimo, iż dzieci są w wieku szkolnym, nigdy nie chodziły do szkoły. Pewnego dnia matka odchodzi, pozostawiając po sobie jedynie trochę pieniędzy i liścik, w którym prosi 12 letniego Akirę, aby zaopiekował się swoim młodszym rodzeństwem. Rozpoczyna się walka dzieci o przetrwanie, pełna współczucia i nadziei."
https://www.filmweb.pl/film/Zemsta-2017-807467,Zemsta,Thriller;Akcja,"Pełnometrażowy debiut francuskiej reżyserki Coralie Fargeat to bez wątpienia jedna z najbardziej udanych wariacji ostatnich lat na gatunek określany jako ""revenge movies"". Zaczyna się pozornie bardzo niewinne. Ot, upojny i wypełniony rozkoszami cielesnymi wyjazd, na który przystojny i zamożny Richard zabiera swoją kochankę, typową blondwłosą piękność Jen (Matilda Lutz). Niespodziewanie do położonego na pustynnym odludziu luksusowego domu przyjeżdżają jego nie mniej bogaci i uprzywilejowani koledzy, z którymi mężczyzna zwykł wybierać się na polowania. W pewnym momencie Jen pada ofiarą ich rozbudzonych żądzy, a przerażeni i spanikowani ""prawdziwi faceci"" postanawiają w akcie desperacji pozbyć się jej raz na zawsze. Ich plan jednak się nie udaje, dziewczyna bowiem nie poddaje się bez walki. Rozpoczyna się krwawa jatka, pełna nagłych zwrotów akcji, napędzana przez dzikie pragnienie zemsty i odwetu za doznane krzywdy."
https://www.filmweb.pl/film/Pierwszy+dzie%C5%84+mojego+%C5%BCycia-2023-803734,Pierwszy dzień mojego życia,Dramat,"Film opowiada o grupie osób, które tuż przed popełnieniem samobójstwa spotykają pewnego tajemniczego mężczyznę (w tej roli Toni Servillo). Nieznajomy namawia ich do zawarcia paktu. Przez tydzień cała czwórka będzie miała przywilej obserwowania siebie z zewnątrz. Mężczyzna pokaże im, co się stanie, gdy odejdą, co zostawią, co stracą, jaka będzie reakcja przyjaciół i krewnych, zobaczą spełnione życzenia, z których już zrezygnowali. Po siedmiu dniach będą musieli podjąć ponownie decyzję. Czy to, co zobaczyli, przekona ich, że przed nimi pierwszy dzień nowego życia?"
https://www.filmweb.pl/film/Pod+opiek%C4%85+wiecznego+s%C5%82o%C5%84ca-2015-761767,Pod opieką wiecznego słońca,Dokumentalny,"Wyobraźmy sobie idealne życie w idealnym kraju. Idealni ludzie mieszkają w idealnych apartamentach. Pracują w idealnych miejscach pracy, a ich życie i świat porządkują idealne instytucje w idealny sposób. To oficjalny obraz Północnej Korei, która według koreańskiej propagandy jest najszczęśliwszym krajem na świecie. Ceniony rosyjski reżyser Witalij Manski (znany z pokazywanego kilka lat temu na festiwalu filmu ""Wzdłuż rurociągu"") spędził rok w Korei Północnej, dokumentując życie przeciętnej rodziny i tym samym mechanizm funkcjonowania tamtejszej indoktrynacji. W dniu urodzin Kim Ir-Sena ośmioletnia Zin-mi, podobnie jak setki innych dzieci, dołączy do Koreańskiej Unii Dzieci, stanowiącej ekwiwalent młodzieżówek komunistycznych. Zin-mi uczęszcza do najlepszej szkoły w Pjongjang. Uczestniczy w niekończących się lekcjach historii traktujących o chwalebnych zwycięstwach Korei Północnej nad ""japońskimi najeźdźcami"" i ""amerykańskimi tchórzami"". Jej ojciec jest inżynierem i pracuje w zakładzie produkującym ubrania. Matka zarabia na życie w fabryce mleka. Oboje pracują w miejscach, które choć mają narzucone produkcyjne cele, rutynowo przekraczają narzucone przez państwo normy. Wieczorem wszyscy troje zbierają się w lśniącym nowoczesnym apartamencie, śmiejąc się i wymieniając patriotycznymi sloganami nad stołem pełnym pysznego jedzenia. Socjalistyczny raj w pełnej krasie. Wszyscy troje są częścią idealnego koreańskiego społeczeństwa, żyjącego w wiecznych promieniach słońca - symbolu wielkiego wodza ludu Kim Ir-Sena. Wszystko sprawia wrażenie starannie wyreżyserowanego, przećwiczonego spektaklu, dedykowanego ""Wielkiemu Przywódcy"" Kim Ir Senowi oraz ""Wielkiemu Następcy"" i ""Najwyższemu Przywódcy Partii, Państwa i Armii"" Kim Dzon Unowi. Ich portrety wiszą niemal na każdej ścianie, stanowiąc symbol tego zanurzonego ""w szczęśliwości"" królestwa. Prawdziwa rzeczywistość jest jednak daleka od tego obrazu. Choć początkowo reżyser stara się podążać słonecznym tropem utopijnej fantazji, to z czasem prawda zaczyna stopniowo się z niej wytrącać. Wkrótce staje się jasne, że to władza reżyseruje każdą scenę, narzucając wszystko, łącznie z ludzkimi reakcjami. Całość okazuje się przerażającą choreografią oszustwa, równie surrealistyczną, co złowrogą, a my mamy wrażenie, że oglądamy nową wersję ""The Truman Show""."
https://www.filmweb.pl/film/Cz%C5%82owiek%2C+kt%C3%B3ry+wiedzia%C5%82+za+ma%C5%82o-1997-10620,"Człowiek, który wiedział za mało",Komedia kryminalna,"Amerykanin, Wallace Ritchie, po raz pierwszy w życiu przyjeżdża do Anglii, gdzie mieszka jego brat, bogaty bankowiec. Ten próbuje się go pozbyć, gdyż jego niespodziewana wizyta jest mu bardzo nie na rękę. Wręcza mu bilet uprawniający do udziału w modnym przedstawieniu ""Teatr życia"", którego uczestnicy zostają aktorami w specyficznej grze. Pierwsze dyspozycje dostają przez telefon. Zafascynowany nowym wyzwaniem Wallace odbiera przypadkowo wiadomość, która nie jest przeznaczona dla niego i wplątuje się w niebezpieczną historię."
https://www.filmweb.pl/film/Krytyczna+decyzja-1996-6900,Krytyczna decyzja,Sensacyjny;Thriller,"Arabska grupa terrorystyczna porywa lecący nad oceanem pasażerski samolot Boeing 747. Jak się okazuje, na pokładzie samolotu oprócz 400 pasażerów i załogi znajduje się także śmiercionośny gaz DZ-5, który w odpowiedni sposób wykorzystany przez terrorystów, może zabić miliony ludzi. Konieczne jest przeprowadzenie akcji odbicia samolotu z rąk terrorystów i to jak najszybciej, dopóki samolot znajduje się nad oceanem, w przeciwnym wypadku konieczne będzie jego zestrzelenie przez siły powietrzne USA. Operacją dowodzi doświadczony płk. Austin Travis (w tej roli Steven Seagal), a konsultantem pomocniczym jest David Grant (Kurt Russell), jedna z nielicznych osób, która już miała do czynienia z przywódcą terrorystów przebywających na pokładzie samolotu. Zaplanowana akcja z użyciem wszelkich dostępnych środków technicznych ma duże szanse zakończyć się sukcesem... Tymczasem podczas próby przedostania się na pokład porwanego samolotu dochodzi do nieprzewidzianych komplikacji...."
https://www.filmweb.pl/film/2001%3A+Odyseja+komiczna-2000-30594,2001: Odyseja komiczna,Sci-Fi;Komedia,"Szeryf Richard Dix dowiaduje się, że prezydent Stanów Zjednoczonych został uwięziony na Księżycu, a miejsce głowy państwa zajął na Ziemi sklonowany człowiek, który jest jego wierną kopią. Detektyw dociera na satelitę w celu zbadania sprawy i przeprowadzenia śledztwa. Kiedy przybywa na miejsce, sam trafia do niewoli. Wprawdzie udaje mu się uwolnić siebie i prezydenta, ale nie wie, że padł ofiarą spisku..."
