url,title,genres,description
https://www.filmweb.pl/film/Rze%C5%BA-2011-599742,Rzeź,Dramat;Komedia,"Dwie nowojorskie pary: Alan (Christoph Waltz) i Nancy (Kate Winslet) oraz Michael (John C. Reilly) i Penelope (Jodie Foster). Zdawałoby się, że wszystko je łączy. Nienaganne maniery, wysoki standard życia i satysfakcja z uczących się w najlepszych szkołach dzieci. Wszyscy czworo mogą uważać się za elitę amerykańskiej socjety. Kiedy ich dzieci wszczynają bójkę, na pozór niewinne spotkanie rodziców, zorganizowane celem wyjaśnienia sprawy, przerodzi się w lawinę potyczek i wzajemnych złośliwości. W tym piekielnie zabawnym pojedynku stawką będzie dobre imię i status każdego z uczestników. Nic zatem dziwnego, że wytrawni przeciwnicy dopuszczą się ciosów poniżej pasa. Wkrótce wyjdą na jaw głęboko skrywane tajemnice, a gdy więzy małżeńskie ulegną zaskakującemu rozluźnieniu, okaże się, że w nowoczesnym związku wszystkie chwyty są dozwolone..."
https://www.filmweb.pl/film/Projekt+X-2012-566646,Projekt X,Komedia,"""Project X"" to szalona komedia o przygodach grupki kolegów, którzy postanawiają zorganizować najbardziej wystrzałową imprezę urodzinową w historii. Film przedstawia widziane z perspektywy cyfrowych kamer przyjęcie zorganizowane przez nastolatków, które zupełnie wymyka się spod kontroli."
https://www.filmweb.pl/film/Jurassic+World-2015-556929,Jurassic World,Przygodowy;Sci-Fi,"Każdego roku do Parku Jurajskiego na Isla Nublar przybywają miliony turystów, by z bliska podziwiać odtworzone genetycznie dinozaury. Tymczasem w laboratoriach trwają prace nad kolejnymi mutacjami genetycznymi, w wyniku których naukowcy powołują do życia dinozaura o cechach tyranozaura, karnotaura i welociraptora. Monstrum jest większe, groźniejsze, inteligentniejsze i… wymyka się spod kontroli."
https://www.filmweb.pl/film/X-Men%3A+Pierwsza+klasa-2011-489280,X-Men: Pierwsza klasa,Akcja;Sci-Fi,"Widowiskowy film akcji, ukazujący początki epickiej sagi X-Men. Zanim Charles Xavier (James McAvoy) i Erik Lensherr (Michael Fassbender) przybrali imiona Profesor X i Magneto, byli młodymi ludźmi, którzy odkryli w sobie niezwykłe moce. Nim zostali zaciętymi wrogami, byli bliskimi przyjaciółmi, którzy połączyli swe siły z innymi Mutantami, aby zapobiec największemu zagrożeniu, przed którym stanął świat. Wkrótce jednak rozdzielił ich konflikt, który doprowadził do wybuchu wiecznej wojny między Bractwem skupionym wokół Magneto a grupą X-Men, której przewodził Profesor X."
https://www.filmweb.pl/film/Obywatel+Kane-1941-31279,Obywatel Kane,Dramat,"Kiedy 76-letni Charles Foster Kane, magnat prasowy, na łożu śmierci wypowiada jedno, jedyne słowo, ""Różyczka"", wszyscy zgromadzeni w ogromnym zamku Kane'a Xanadu popadają w konsternację. Nawet przeprowadzona przez grupę dziennikarzy wnikliwa analiza kronik filmowych nie daje odpowiedzi na pytanie, co oznacza owa enigmatyczna ""Różyczka"". Ani w życiu publicznym Kane'a, ani jego życiu towarzyskim i zawodowym nie można znaleźć rozwiązania dręczącej wszystkich zagadki. Jeden z reporterów postanawia rozszyfrować znaczenie tego słowa. Najpierw poznaje szczegóły nieszczęśliwego dzieciństwa Kane'a, a potem przeprowadza wywiady z czterema najważniejszymi postaciami z jego życia. Co gorsza, nikt z nich nie potrafi wyjaśnić znaczenia ""Różyczki"", a rozwiązanie tej frapującej kwestii staje się coraz bardziej odległe..."
https://www.filmweb.pl/film/Nie+zadzieraj+z+fryzjerem-2008-457545,Nie zadzieraj z fryzjerem,Komedia,"Sandler gra rolę Zohana, znakomicie wyszkolonego izraelskiego komandosa, który chcąc zerwać z dotychczasową profesją najpierw pozoruje swoją śmierć, a następnie udaje się do Nowego Jorku, żeby spełnić swoje życiowe marzenie – zostać ""stylistą fryzur"". Zohan usilnie stara się zamknąć swoją przeszłość, ale szybko przekonuje się, że odcięcie się od własnych korzeni nie jest to takie proste. Starają się go dopaść starzy i nowi wrogowie, jednak szybko okaże się, że nikomu nie wyjdzie na dobre zadzieranie z Zohanem. Agent Mossadu pozoruje swoją śmierć, a następnie przenosi się do Nowego Jorku, gdzie zamierza spełnić swoje największe marzenie: zostać fryzjerem."
https://www.filmweb.pl/film/Mi%C4%99dzy+piek%C5%82em+a+niebem-1998-538,Między piekłem a niebem,Fantasy;Melodramat,"Ile trzeba uczucia, by pokonać Piekło - oto pytanie, które stawiają sobie widzowie oglądając ""Między piekłem a niebem"", Niezwykle sugestywną i wzruszającą zarazem wizję życia po życiu, wyróżnioną Oscarem za niesamowite wprost efekty specjalne. Po tragicznej śmierci dzieci w wypadku samochodowym Chris Nielsen (Robin Williams) skupia się na ratowaniu żony Annie (Annabella Sciorra), która popadła w manię samobójczą. Niestety, on również ginie w wypadku drogowym. Niebo, do którego się dostał, skomponowane jest z plastycznych wizji Annie. Wędrując po świecie jej obrazów odnajduje nie tylko wspomnienia szczęśliwych dni, ale i dusze. Tkwi teraz na samym dnie piekła, pogrążona w głębokim letargu. Czy Chris zdoła ją wyrwać z mrocznej odchłani?"
https://www.filmweb.pl/film/Dziewczyna+z+portretu-2015-493475,Dziewczyna z portretu,Biograficzny;Dramat,"To niezwykła historia miłosna zainspirowana życiem artystów Einara i Gerdy Wegener (w tych rolach Eddie Redmayne i Alicia Vikander), których małżeństwo i praca zostają poddane próbie, kiedy Einar decyduje się na operację zmiany płci i zostaje jedną z pierwszych na świecie transgenderowych kobiet, Lili Elbe."
https://www.filmweb.pl/film/Numer+23-2007-260173,Numer 23,Thriller,"Thriller psychologiczny Joela Schumachera, opowiadający historię mężczyzny (Jim Carrey), którego życie niespodziewanie zmienia się po tym, jak pewnego dnia styka się z zagadkową książką o tytule ""Numer 23"". Z każdą kolejną stroną wzrasta u niego przeraźliwe przekonanie, iż jest ona oparta na jego własnym życiu. Obsesja związana z numerem 23 zaczyna go pożerać. On sam zaczyna uświadamiać sobie, że książka przewiduje i prognozuje jego życie w stopniu tak daleko idącym, jakiego nie był w stanie sobie nigdy wyobrazić."
https://www.filmweb.pl/film/Ant-Man-2015-257691,Ant-Man,Akcja;Sci-Fi,"Zawodowy oszust Scott Lang (Paul Rudd) aka Ant-Man, za sprawą niezwykłego kostiumu potrafi zmniejszać się do rozmiarów mrówki, zyskując jednocześnie nadludzką siłę. Gdy świat stanie w obliczu nowej generacji zagrożeń, Ant-Man wraz ze swoim mentorem doktorem Hankiem Pymem (Michael Douglas), zaplanuje skok, który może zapobiec katastrofie."
