url,title,genres,description
https://www.filmweb.pl/film/Spos%C3%B3b+na+Szekspira-1996-608,Sposób na Szekspira,Dokumentalny,"Film o realizacji filmu. Znany aktor amerykański przygotowuje adaptację sztuki Szekspira ""Ryszard III"". Dyskutuje z historykami literatury, aktorami, reżyserami. Stopniowo rodzi się koncepcja filmu, który mógłby zainteresować przeciętnego amerykańskiego widza."
https://www.filmweb.pl/film/The+Deep+House-2021-855277,The Deep House,Horror,"Tina i Ben są parą młodych youtuberów, specjalizujących się w filmach z podwodnych wypraw. W głębinach jeziora na pustkowiu odkrywają zalany dom. Radość z eksploracji wyjątkowego miejsca szybko zamienia się w koszmar, gdy okazuje się, że doszło tam do potwornych zbrodni. Uwięzieni w środku, z kończącym się zapasem powietrza, Tina i Ben zdają sobie sprawę, że najgorsze jeszcze przed nimi. Okazuje się, że nie są sami w domu."
https://www.filmweb.pl/film/Kierowca-1978-10318,Kierowca,Dramat;Kryminał;Thriller;Akcja,
https://www.filmweb.pl/film/Naqoyqatsi-2002-33247,Naqoyqatsi,Dokumentalny,"Trzecia część kultowej, uznanej przez krytyków trylogii Godfreya Reggio i Philipa Glassa. Po ""Koyaanisqatsi"" (film zdobył nagrodę Los Angeles Film Critics Association), pokazującym szaleństwo świata i ""Powaqqatsi"", ukazującym życie w transformacji, powstała trzecia część ""Naqoyqatsi"" - świat w stanie wojny. ""Naqoyqatsi"" wykorzystuje oszałamiające wiązki obrazów oraz technikę by zaprezentować piękny i poruszający obraz rozwoju relacji ludzi z naturą i technologią."
https://www.filmweb.pl/film/Pole-1990-10351,Pole,Dramat,"Adaptacja sztuki Johna B. Keane'a. Rodzina ""Bulla"" McCabe'a od pokoleń dzierżawi skrawek ziemi. McCabe (Richard Harris) wyznaje zasadę, że człowiek bez ziemi jest nikim i dlatego pragnie kupić dzierżawione pole, aby zadbać o przyszłość swojego syna Tadgha (Sean Bean). Wdowa, do której należy pole, postanawia wystawić je na aukcję. Wydaje się, że spełnią się marzenia McCabe'a i zdobędzie upragnioną ziemię Jednak w miasteczku pojawia się bogaty Amerykanin Peter (Tom Berenger), który chciałby wybudować w pobliżu drogę i również potrzebuje tego pola."
https://www.filmweb.pl/film/Phantom-2013-626076,Phantom,Thriller,
https://www.filmweb.pl/film/Doktor+Mabuse-1922-89873,Doktor Mabuse,Kryminał;Thriller;Niemy,"Doktor Mabuse (Rudolf Klein-Rogge) to hazardzista, hipnotyzer i szef gangu. Pogrążona w powojennym chaosie Republika Weimarska to idealne miejsce dla przestępczej działalności tego uzdolnionego opryszka. Jako cel swojego kolejnego ataku wybiera on frankfurcką giełdę papierów wartościowych. Na drodze do wzbogacenia się staje mu jednak inspektor Norbert von Wenck (Bernhard Goetzke)."
https://www.filmweb.pl/film/Apollonide.+Zza+okien+domu+publicznego-2011-574388,Apollonide. Zza okien domu publicznego,Dramat,"Akcja filmu rozgrywa się za murami luksusowego domu uciech L'Apollonide u schyłku XIX wieku. Placówka dożywa swych ostatnich dni. Dziewczyny za wszelką cenę chcą spłacić swój dług u Marie-France, bo tylko tak mogą odzyskać wolność. Muszą spełniać wszystkie, często udziwnione fantazje erotyczne swoich klientów. Niejednokrotnie trafiają jednak na szaleńców..."
https://www.filmweb.pl/film/Buster%27s+Mal+Heart-2016-770561,Buster's Mal Heart,Thriller;Dramat,"Pierwsze sceny filmu Sarah Adiny Smith to desperacka walka o życie niejakiego Bustera. Mężczyzna ucieka przed policjantami, znajdując choć na chwilę schronienie w górskiej kryjówce. Brudny, zaniedbany, na skraju wyczerpania, niewykazujący przy tym większych chęci do życia. Seria retrospekcji krok po kroku zdradza nam, co doprowadziło go do takiego stanu. Bo bohater nie był kiedyś Busterem, a na imię miał Jonah. Był mężem, ojcem, który utrzymywał bliskich, pracując na nocnych zmianach jako konsjerż w hotelu przypominającym nieco ten z ""Bartona Finka"" braci Coen. Samotność i dłużące się zmiany nie wpływały najlepiej na kondycję psychiczną bohatera i odbijały się później na jego życiu rodzinnym. Jednak tym, co odcisnęło na nim największe piętno, było spotkanie z tajemniczym mężczyzną, który pewnej nocy pojawił się w hotelu."
https://www.filmweb.pl/film/Wszystkie+drogi+prowadz%C4%85+do+Rzymu-2015-730537,Wszystkie drogi prowadzą do Rzymu,Komedia rom.,"Nauczycielka Maggie (Sarah Jessica Parker) to matka nastoletniej Summer (Rosie Day). By odbudować więź ze zbuntowaną córką, kobieta postanawia wyjechać z nią do Toskanii, gdzie sama spędzała wakacje jako dziecko. Na miejscu okazuje się, że wciąż mieszka tam Luca (Raoul Bova), dawna miłość Maggie, który wyrósł na bardzo przystojnego mężczyznę. Co więcej, wciąż jest kawalerem i mieszka z osiemdziesięcioletnią matką, Carmen (Claudia Cardinale). Pewnego dnia staruszka porywa samochód syna. Zabiera ze sobą Summer, wyraźnie znudzoną sielskimi widokami. Razem wyruszają w szaloną podróż. Maggie i jej dawny kochanek ruszają za nimi w pościg."
